,$35k - 40k,$5k - 10k,$30k - 35k,$25k - 30k,$1 - 10k,$20k - 25k,$10k - 15k,$50k - 60k,$40k - 45k,tax_year,type,$45k - 50k,$150k - 250k,$80k - 90k,$15k - 20k,$90k - 100k,< $5k,item_category,> $250k,$60k - 70k,$70k - 80k,item,< $0,$100k - 150k
742,27300.0,20.0,18370.0,10820.0,,5820.0,370.0,52510.0,27660.0,2012,#,28210.0,7840.0,23720.0,2350.0,16800.0,20.0,non-refundable tax credits,1890.0,43020.0,37580.0,labour-sponsored funds tax credit,,31780.0
743,40.0,20.0,40.0,30.0,,20.0,20.0,180.0,40.0,2012,#,70.0,7230.0,2910.0,20.0,3130.0,70.0,tax payable,6830.0,440.0,1400.0,alternative minimum tax payable,,11930.0
744,1346710.0,15690.0,1335520.0,1223360.0,,1124460.0,305210.0,1798300.0,1298160.0,2012,#,1106630.0,439820.0,781430.0,748350.0,592640.0,9680.0,tax payable,213580.0,1372000.0,1053180.0,net federal tax,,1163670.0
745,63850.0,136380.0,73080.0,86580.0,,105570.0,171580.0,65950.0,59520.0,2012,#,49340.0,22910.0,20790.0,132630.0,15100.0,20630.0,non-refundable tax credits,16930.0,41040.0,28260.0,CPP contributions on self-employment,,38470.0
746,300.0,500.0,360.0,440.0,,550.0,680.0,310.0,270.0,2012,#,220.0,30.0,60.0,680.0,50.0,,non-refundable tax credits,,180.0,110.0,EI premiums payable on self-employment,,80.0
747,,,,,,,,,,2012,#,,51060.0,75690.0,,53900.0,,tax payable,31310.0,51000.0,98650.0,social benefits repayment,,121000.0
748,992350.0,15220.0,995040.0,954370.0,,884630.0,85610.0,1366500.0,971540.0,2012,#,835200.0,371610.0,636280.0,389890.0,493190.0,5850.0,tax payable,178390.0,1062740.0,821040.0,net provincial or territorial tax,,969830.0
749,1397090.0,157690.0,1416180.0,1358770.0,,1329180.0,461550.0,1825750.0,1332050.0,2012,#,1129100.0,442070.0,785040.0,855100.0,595070.0,32160.0,tax payable,214950.0,1384500.0,1059460.0,total tax payable,,1168450.0
750,1445000.0,185610.0,1486360.0,1444480.0,,1433050.0,559100.0,1838690.0,1357270.0,2011,#,1143040.0,413720.0,778850.0,966160.0,573360.0,39800.0,number items,212010.0,1385860.0,1061130.0,number of taxable returns,,1105540.0
751,47750.0,1785790.0,89750.0,190250.0,,525350.0,1933640.0,17800.0,27430.0,2011,#,17390.0,1180.0,1870.0,1561560.0,1110.0,2689390.0,number items,440.0,8150.0,3660.0,number of non-taxable returns,,2430.0
752,1492750.0,1971390.0,1576110.0,1634730.0,,1958400.0,2492740.0,1856490.0,1384700.0,2011,#,1160440.0,414890.0,780730.0,2527720.0,574460.0,2729190.0,number items,212450.0,1394010.0,1064790.0,total number of returns,,1107970.0
753,1088160.0,1034160.0,1089420.0,1073320.0,,1103620.0,1126820.0,1503930.0,1021770.0,2011,#,905660.0,342050.0,689170.0,1099500.0,515340.0,1503610.0,income items,161610.0,1158070.0,923520.0,employment income,,971790.0
754,30410.0,22410.0,31380.0,32770.0,,33440.0,30760.0,44190.0,28410.0,2011,#,25860.0,25920.0,21410.0,32660.0,17000.0,10240.0,income items,14440.0,34620.0,27010.0,commissions (from employment),,47030.0
755,159900.0,80380.0,150690.0,131150.0,,115630.0,94910.0,241330.0,160200.0,2011,#,142560.0,77660.0,119800.0,97190.0,88030.0,62260.0,income items,38020.0,199820.0,164160.0,other employment income,,195190.0
756,313300.0,165780.0,378050.0,420440.0,,648580.0,558900.0,277150.0,281770.0,2011,#,198070.0,52980.0,73260.0,1095800.0,47590.0,89500.0,income items,37980.0,197720.0,116370.0,Old Age Security Pension,,104640.0
757,412350.0,298780.0,479760.0,522090.0,,751250.0,654990.0,395560.0,380180.0,2011,#,277250.0,63310.0,104340.0,1152910.0,67130.0,133160.0,income items,41660.0,272950.0,164450.0,CPP or QPP benefits,,139930.0
758,340730.0,40190.0,380880.0,389840.0,,503360.0,118700.0,354300.0,326740.0,2011,#,243870.0,56620.0,97760.0,383520.0,63560.0,19000.0,income items,30960.0,246180.0,151170.0,other pensions or superannuation,,134300.0
759,98940.0,27580.0,117300.0,98400.0,,138230.0,80340.0,59800.0,118600.0,2011,#,51720.0,8190.0,22980.0,147930.0,13700.0,11110.0,income items,4050.0,56080.0,33150.0,elected split-pension amount,,23190.0
760,90270.0,158140.0,100360.0,109470.0,,121400.0,173830.0,91910.0,76500.0,2011,#,62450.0,5880.0,24850.0,142200.0,15970.0,387030.0,income items,1500.0,59070.0,38810.0,Universal Child Care Benefit,,20680.0
761,232990.0,106780.0,273130.0,300730.0,,311200.0,218440.0,200180.0,190680.0,2011,#,147000.0,6750.0,43970.0,293200.0,26150.0,40050.0,income items,1330.0,121580.0,75340.0,EI benefits,,39780.0
762,238980.0,80460.0,229900.0,212120.0,,230270.0,140100.0,387470.0,255400.0,2011,#,221940.0,217750.0,212070.0,209180.0,166830.0,94070.0,income items,147610.0,329720.0,265270.0,taxable amount of dividends,,412530.0
763,403770.0,237110.0,421800.0,424750.0,,522330.0,376560.0,545210.0,400840.0,2011,#,332190.0,217550.0,261380.0,577610.0,200740.0,303370.0,income items,151260.0,433920.0,340680.0,interest and other investment income,,448140.0
764,2490.0,1120.0,2240.0,1920.0,,1830.0,1220.0,6000.0,2970.0,2011,#,3070.0,15120.0,5410.0,1570.0,4940.0,11500.0,income items,21780.0,6140.0,5750.0,net partnership income,,16880.0
765,0.0,40.0,0.0,0.0,,20.0,80.0,0.0,0.0,2011,#,0.0,0.0,0.0,30.0,0.0,20.0,income items,0.0,0.0,0.0,Registered Disability Savings Plan income,,0.0
766,83980.0,52110.0,84270.0,83490.0,,90700.0,73420.0,127910.0,83760.0,2011,#,74210.0,53410.0,67570.0,89480.0,52130.0,56870.0,income items,33530.0,105370.0,85170.0,net rental income,,116370.0
767,115670.0,51500.0,112990.0,106480.0,,117250.0,74800.0,186050.0,122830.0,2011,#,106870.0,119230.0,104780.0,105170.0,83770.0,59870.0,income items,92430.0,160460.0,130570.0,taxable capital gains,,211370.0
768,5960.0,5750.0,6890.0,7480.0,,9420.0,8520.0,6590.0,5300.0,2011,#,4340.0,820.0,1960.0,10000.0,1520.0,3420.0,income items,290.0,4500.0,3010.0,support payments received,,2710.0
769,172400.0,67150.0,165380.0,151740.0,,152790.0,103570.0,254140.0,173560.0,2011,#,151560.0,43140.0,105910.0,133060.0,75590.0,72050.0,income items,14900.0,195460.0,145780.0,RRSP income,,138420.0
770,238090.0,232740.0,239260.0,234290.0,,261550.0,265720.0,327760.0,238320.0,2011,#,200600.0,136850.0,160680.0,269900.0,122690.0,194800.0,income items,93360.0,262580.0,208790.0,other income,,277640.0
771,100210.0,221190.0,114800.0,135470.0,,168330.0,265620.0,116430.0,90090.0,2011,#,74640.0,28170.0,47980.0,212750.0,34570.0,171070.0,income items,14900.0,86650.0,64390.0,net business income,,71370.0
772,12940.0,18520.0,13520.0,14670.0,,17050.0,22950.0,20490.0,12360.0,2011,#,11310.0,31110.0,13620.0,20000.0,11490.0,15140.0,income items,30050.0,18370.0,16090.0,net professional income,,35920.0
773,11810.0,17720.0,13000.0,14250.0,,16780.0,21780.0,14900.0,10810.0,2011,#,9210.0,5780.0,6650.0,19060.0,4850.0,16460.0,income items,2390.0,11130.0,8590.0,net commission income,,11620.0
774,19860.0,20660.0,21470.0,22180.0,,25810.0,32930.0,26130.0,21140.0,2011,#,16050.0,9950.0,12060.0,30170.0,8820.0,22220.0,income items,6400.0,21080.0,15470.0,net farming income,,20940.0
775,2310.0,1100.0,2750.0,3160.0,,3280.0,2080.0,2470.0,2190.0,2011,#,1620.0,290.0,680.0,2760.0,410.0,890.0,income items,100.0,1600.0,1010.0,net fishing income,,920.0
776,58130.0,17650.0,64710.0,67880.0,,70720.0,35610.0,57960.0,48760.0,2011,#,40640.0,2620.0,14570.0,57020.0,9280.0,8300.0,income items,680.0,35350.0,22030.0,workers' compensation benefits,,13250.0
777,12430.0,418530.0,22580.0,47040.0,,125710.0,541180.0,5020.0,7440.0,2011,#,4750.0,340.0,820.0,276330.0,510.0,108990.0,income items,190.0,2550.0,1290.0,social assistance payments,,850.0
778,16770.0,107230.0,31010.0,70860.0,,317530.0,445510.0,4830.0,9070.0,2011,#,4800.0,750.0,900.0,873460.0,610.0,30010.0,income items,430.0,2790.0,1420.0,net federal supplements,,1320.0
779,1492750.0,1971390.0,1576110.0,1634730.0,,1958400.0,2492740.0,1856490.0,1384700.0,2011,#,1160440.0,414890.0,780730.0,2527720.0,574460.0,2489730.0,income items,212450.0,1394010.0,1064790.0,total income assessed,,1107970.0
780,328020.0,35670.0,245390.0,172940.0,,124300.0,56850.0,664350.0,351910.0,2011,#,353490.0,113070.0,374200.0,84950.0,290490.0,19950.0,deduction items,35140.0,559900.0,490430.0,Registered Pension Plan contributions,,442800.0
781,396990.0,31210.0,332990.0,259780.0,,197940.0,73060.0,767230.0,426770.0,2011,#,422750.0,275290.0,428820.0,132640.0,335930.0,25550.0,deduction items,136770.0,638200.0,545690.0,RRSP deduction,,702930.0
782,109200.0,1550.0,98040.0,84360.0,,60150.0,4160.0,159700.0,110350.0,2011,#,103160.0,27400.0,47190.0,14330.0,32810.0,420.0,deduction items,12770.0,105010.0,71960.0,deduction for elected split-pension amount,,68730.0
783,398000.0,180190.0,343160.0,292980.0,,256680.0,214440.0,684320.0,399940.0,2011,#,380340.0,92500.0,360290.0,225620.0,270310.0,122000.0,deduction items,28740.0,562880.0,486080.0,"annual union, professional, or like dues",,393590.0
784,360.0,2050.0,410.0,510.0,,810.0,2350.0,300.0,260.0,2011,#,220.0,30.0,100.0,1330.0,70.0,3500.0,deduction items,0.0,210.0,140.0,Universal Child Care Benefit repayment,,100.0
785,107260.0,52500.0,108690.0,104700.0,,97790.0,71030.0,127000.0,94540.0,2011,#,81390.0,14430.0,43640.0,86720.0,30510.0,36400.0,deduction items,5150.0,89430.0,65450.0,child care expenses,,45440.0
786,90.0,50.0,120.0,110.0,,140.0,90.0,100.0,70.0,2011,#,60.0,30.0,30.0,110.0,40.0,20.0,deduction items,30.0,70.0,70.0,disability supports deductions,,80.0
787,630.0,220.0,580.0,500.0,,490.0,290.0,1030.0,600.0,2011,#,540.0,680.0,630.0,400.0,500.0,350.0,deduction items,500.0,830.0,800.0,business investment loss,,1370.0
788,6740.0,5440.0,7430.0,8250.0,,8090.0,7200.0,9560.0,6190.0,2011,#,5610.0,2190.0,4360.0,7780.0,3200.0,3100.0,deduction items,680.0,7360.0,5600.0,moving expenses,,6600.0
789,3190.0,480.0,2810.0,2230.0,,1780.0,890.0,6860.0,3390.0,2011,#,3300.0,7390.0,5300.0,1300.0,4630.0,510.0,deduction items,5940.0,6320.0,5990.0,support payments made,,12670.0
790,148710.0,32920.0,144240.0,134400.0,,142800.0,61200.0,239110.0,154120.0,2011,#,137830.0,140890.0,133370.0,116380.0,106890.0,32400.0,deduction items,107240.0,201600.0,164780.0,carrying charges and interest expenses,,262390.0
791,86730.0,196060.0,100100.0,121840.0,,151090.0,252500.0,78220.0,77330.0,2011,#,62250.0,32170.0,24630.0,192740.0,18010.0,30630.0,deduction items,26630.0,48540.0,33110.0,deductions for CPP/QPP contributions on self-employment and other earnings,,47350.0
792,21410.0,43550.0,25680.0,32370.0,,41010.0,64330.0,23360.0,18120.0,2011,#,14880.0,10420.0,6500.0,52560.0,4740.0,15010.0,deduction items,9210.0,15930.0,9100.0,deduction for PPIP premiums on self-employment income,,12770.0
793,1470.0,460.0,1240.0,1050.0,,870.0,460.0,4220.0,1840.0,2011,#,2010.0,13880.0,4250.0,620.0,3890.0,5920.0,deduction items,21180.0,4410.0,4430.0,exploration and development expenses,,14290.0
794,45480.0,5670.0,40830.0,35010.0,,27530.0,11000.0,99170.0,49270.0,2011,#,50860.0,49990.0,57280.0,19080.0,47330.0,3570.0,deduction items,24540.0,85300.0,70130.0,other employment expenses,,113920.0
795,2310.0,190.0,2140.0,1510.0,,960.0,320.0,4870.0,2480.0,2011,#,2550.0,220.0,1470.0,570.0,820.0,60.0,deduction items,50.0,3930.0,2490.0,clergy residence deduction,,1210.0
796,61320.0,33180.0,68310.0,72140.0,,76880.0,52630.0,61370.0,52340.0,2011,#,42080.0,17470.0,20780.0,71400.0,15120.0,30630.0,deduction items,15070.0,41700.0,29150.0,other deductions,,33730.0
797,1008770.0,487510.0,944960.0,863640.0,,821560.0,649190.0,1530540.0,995870.0,2011,#,907020.0,380620.0,709070.0,724290.0,530730.0,281640.0,deduction items,193900.0,1192320.0,950790.0,total deductions before adjustments,,1017210.0
798,0.0,0.0,0.0,0.0,,0.0,0.0,17970.0,0.0,2011,#,0.0,46850.0,72380.0,0.0,50180.0,0.0,tax payable,29900.0,72480.0,99500.0,social benefits repayment,,110340.0
799,1492490.0,1968950.0,1575780.0,1634350.0,,1957850.0,2491400.0,1856250.0,1384500.0,2011,#,1160290.0,414780.0,780630.0,2526990.0,574380.0,2388070.0,income items,212370.0,1393840.0,1064650.0,net income after adjustments,,1107780.0
800,50.0,20.0,40.0,30.0,,30.0,40.0,1560.0,120.0,2011,#,390.0,150.0,930.0,30.0,580.0,10.0,deduction items,40.0,2490.0,1580.0,Canadian Forces personnel and police deduction,,1170.0
801,20.0,10.0,20.0,10.0,,10.0,0.0,50.0,20.0,2011,#,10.0,390.0,90.0,10.0,100.0,0.0,deduction items,240.0,40.0,60.0,employee home relocation loan deduction,,430.0
802,650.0,150.0,470.0,440.0,,400.0,220.0,1790.0,680.0,2011,#,740.0,11870.0,2060.0,320.0,2070.0,100.0,deduction items,15370.0,2010.0,2010.0,security options deductions,,10150.0
803,84450.0,536460.0,112600.0,170630.0,,454350.0,966460.0,66830.0,63580.0,2011,#,49170.0,3060.0,16060.0,1063800.0,10240.0,145460.0,deduction items,900.0,40090.0,24470.0,other payments deductions,,14820.0
804,30.0,0.0,30.0,30.0,,20.0,0.0,120.0,50.0,2011,#,40.0,310.0,110.0,10.0,120.0,10.0,deduction items,490.0,130.0,120.0,limited partnership losses of other years,,390.0
805,2200.0,750.0,2800.0,3510.0,,4260.0,3450.0,1920.0,1790.0,2011,#,1400.0,530.0,570.0,4580.0,410.0,1680.0,deduction items,400.0,1370.0,890.0,non-capital losses of other years,,1000.0
806,31230.0,3710.0,29690.0,25780.0,,24460.0,8460.0,54710.0,34770.0,2011,#,30960.0,41700.0,32860.0,15400.0,26160.0,3570.0,deduction items,33190.0,48720.0,40030.0,net capital losses of other years,,70490.0
807,2160.0,360.0,2030.0,1730.0,,1590.0,740.0,4420.0,2270.0,2011,#,2230.0,7980.0,3140.0,1220.0,2610.0,440.0,deduction items,10780.0,4680.0,3740.0,capital gains deduction,,8730.0
808,12560.0,3190.0,13360.0,13210.0,,13120.0,6960.0,21430.0,12430.0,2011,#,11750.0,18970.0,16820.0,11540.0,14650.0,2330.0,deduction items,4000.0,19960.0,18280.0,northern residents deductions,,38990.0
809,13060.0,10820.0,16080.0,19160.0,,30560.0,19610.0,10430.0,10730.0,2011,#,7810.0,2780.0,3350.0,33060.0,2330.0,8910.0,deduction items,1600.0,7480.0,4890.0,additional deductions,,5320.0
810,910.0,180.0,1010.0,1090.0,,1250.0,870.0,1120.0,810.0,2011,#,650.0,610.0,570.0,1140.0,480.0,240.0,deduction items,400.0,950.0,720.0,farming/fishing losses of prior years,,1070.0
811,141810.0,552370.0,171320.0,226040.0,,506900.0,994940.0,158350.0,122560.0,2011,#,101270.0,81730.0,73660.0,1100860.0,57410.0,161600.0,deduction items,59680.0,122770.0,93140.0,total deductions from net income,,145320.0
812,1489430.0,1715480.0,1571340.0,1626920.0,,1937790.0,2224180.0,1855440.0,1382670.0,2011,#,1158940.0,414470.0,780430.0,2485140.0,574220.0,2310890.0,income items,212250.0,1393390.0,1064340.0,taxable income assessed,,1107330.0
813,1491750.0,1967470.0,1574980.0,1633330.0,,1956660.0,2489650.0,1855310.0,1383910.0,2011,#,1159700.0,413680.0,780130.0,2525500.0,574040.0,2696070.0,non-refundable tax credits,211250.0,1393190.0,1064070.0,basic personal amount,,1106450.0
814,313960.0,170800.0,378760.0,421180.0,,649450.0,561290.0,277880.0,282380.0,2011,#,198580.0,1490.0,37210.0,1096860.0,16260.0,107360.0,non-refundable tax credits,720.0,198220.0,111040.0,age amount,,13680.0
815,111780.0,111110.0,126250.0,145060.0,,188930.0,164520.0,142830.0,97330.0,2011,#,84700.0,59670.0,77560.0,206160.0,61230.0,127220.0,non-refundable tax credits,31760.0,115830.0,96810.0,spouse or common-law partner amount,,139940.0
816,60820.0,82950.0,65360.0,69610.0,,80260.0,115140.0,64730.0,51050.0,2011,#,42750.0,8070.0,24750.0,96760.0,17480.0,72760.0,non-refundable tax credits,3260.0,45630.0,34820.0,amount for eligible dependant,,27350.0
817,215310.0,155160.0,210690.0,203000.0,,207940.0,216880.0,340390.0,205690.0,2011,#,191390.0,127300.0,201080.0,214010.0,159600.0,189210.0,non-refundable tax credits,66870.0,287230.0,249660.0,amount for children 17 and under,,321550.0
818,970.0,290.0,960.0,920.0,,960.0,450.0,1370.0,850.0,2011,#,820.0,390.0,640.0,700.0,450.0,250.0,non-refundable tax credits,200.0,1020.0,820.0,amount for infirm dependants age 18 or older,,940.0
819,1024200.0,793320.0,1022080.0,1003860.0,,1024280.0,980470.0,1418050.0,957630.0,2011,#,852290.0,320170.0,661070.0,1003900.0,496300.0,270910.0,non-refundable tax credits,144130.0,1093660.0,880480.0,CPP or QPP contributions on employment,,928740.0
820,86730.0,196060.0,100100.0,121840.0,,151090.0,252500.0,78220.0,77330.0,2011,#,62250.0,32170.0,24630.0,192740.0,18010.0,30630.0,non-refundable tax credits,26630.0,48540.0,33110.0,CPP or QPP contributions on self-employment,,47350.0
821,1011430.0,895540.0,1009400.0,993600.0,,1010170.0,985990.0,1399860.0,946490.0,2011,#,841050.0,273140.0,639440.0,992610.0,478010.0,515800.0,non-refundable tax credits,106030.0,1074350.0,859850.0,EI premiums,,861970.0
822,270.0,440.0,360.0,450.0,,540.0,640.0,260.0,230.0,2011,#,200.0,20.0,70.0,640.0,30.0,150.0,non-refundable tax credits,0.0,180.0,100.0,EI premiums on self-employment and other eligible earnings,,70.0
823,298600.0,218610.0,300060.0,282840.0,,276850.0,252260.0,351040.0,257140.0,2011,#,220260.0,46830.0,117130.0,264540.0,79620.0,123230.0,non-refundable tax credits,22550.0,253060.0,194670.0,PPIP premiums paid,,148150.0
824,5580.0,5430.0,5460.0,5510.0,,5760.0,6570.0,12340.0,5840.0,2011,#,6050.0,2660.0,6430.0,6210.0,4990.0,2570.0,non-refundable tax credits,740.0,10500.0,8150.0,PPIP premiums payable on employment income,,9630.0
825,21840.0,43930.0,26150.0,32910.0,,41560.0,64880.0,23980.0,18520.0,2011,#,15210.0,10490.0,6550.0,53170.0,4770.0,15190.0,non-refundable tax credits,9250.0,16290.0,9200.0,PPIP premiums payable on self-employment income,,12840.0
826,2990.0,770.0,2750.0,2310.0,,1890.0,1080.0,5050.0,3050.0,2011,#,2950.0,410.0,2110.0,1580.0,1610.0,810.0,non-refundable tax credits,60.0,4020.0,3030.0,volunteer firefighters' amount,,2540.0
827,1158030.0,1055340.0,1159220.0,1132870.0,,1155270.0,1151840.0,1567510.0,1086340.0,2011,#,953890.0,350730.0,704860.0,1132260.0,525650.0,867210.0,non-refundable tax credits,165760.0,1197870.0,947640.0,Canada employment amount,,992670.0
828,102740.0,106380.0,106910.0,113230.0,,124750.0,131840.0,137750.0,93510.0,2011,#,82840.0,28030.0,61160.0,130300.0,45870.0,90810.0,non-refundable tax credits,10560.0,104440.0,82370.0,public transit amount,,88780.0
829,83010.0,19400.0,72810.0,61730.0,,52350.0,31380.0,166390.0,86000.0,2011,#,86200.0,87210.0,122310.0,42250.0,102870.0,21320.0,non-refundable tax credits,47020.0,152050.0,143490.0,children's fitness amount,,210680.0
830,21410.0,5340.0,18880.0,16330.0,,13940.0,8470.0,44360.0,22290.0,2011,#,22580.0,34010.0,39070.0,11550.0,34960.0,6060.0,non-refundable tax credits,19330.0,42800.0,43240.0,children's arts amount,,75890.0
831,17090.0,1380.0,14850.0,11500.0,,8370.0,2750.0,28290.0,17210.0,2011,#,16140.0,2370.0,9250.0,5170.0,5780.0,1730.0,non-refundable tax credits,590.0,20970.0,14270.0,home buyers' amount,,9460.0
832,120.0,20.0,100.0,80.0,,60.0,30.0,270.0,140.0,2011,#,150.0,140.0,180.0,60.0,160.0,20.0,non-refundable tax credits,60.0,260.0,230.0,adoption expenses,,360.0
833,385430.0,62790.0,434240.0,446560.0,,589210.0,184350.0,388590.0,375100.0,2011,#,271800.0,62500.0,112070.0,487550.0,74230.0,27710.0,non-refundable tax credits,33880.0,271280.0,170020.0,pension income amount,,151410.0
834,16300.0,3760.0,16000.0,14620.0,,13020.0,6130.0,22590.0,15700.0,2011,#,13920.0,4800.0,10250.0,9930.0,7740.0,3970.0,non-refundable tax credits,2000.0,16770.0,13040.0,caregiver amount,,15110.0
835,40880.0,49680.0,51280.0,61090.0,,78880.0,100380.0,32040.0,33220.0,2011,#,24020.0,3830.0,7390.0,87560.0,4860.0,30690.0,non-refundable tax credits,2480.0,20060.0,11960.0,disability amount,,9380.0
836,15270.0,4860.0,14530.0,12860.0,,11620.0,7370.0,23590.0,15160.0,2011,#,13760.0,6600.0,12190.0,9700.0,9460.0,6020.0,non-refundable tax credits,3110.0,18550.0,15260.0,disability amount transferred from a dependant,,18190.0
837,61550.0,4810.0,60730.0,55360.0,,46130.0,15310.0,79620.0,56260.0,2011,#,48920.0,5150.0,24160.0,33150.0,14030.0,4640.0,non-refundable tax credits,1530.0,57800.0,39620.0,interest paid on student loans,,19990.0
838,116340.0,1180.0,141690.0,173100.0,,217660.0,206930.0,119740.0,96040.0,2011,#,78440.0,10400.0,39630.0,290990.0,26770.0,650.0,non-refundable tax credits,3490.0,83280.0,57710.0,"tuition, education, and textbook amounts",,40610.0
839,37480.0,670.0,31310.0,24490.0,,17830.0,3170.0,75980.0,39730.0,2011,#,39740.0,49500.0,58290.0,10100.0,50030.0,680.0,non-refundable tax credits,29140.0,68060.0,67320.0,"tuition, education, and textbook amounts transferred from a child",,112880.0
840,62380.0,75130.0,81030.0,100560.0,,132910.0,158650.0,46930.0,43830.0,2011,#,32040.0,9570.0,18480.0,155500.0,13600.0,156370.0,non-refundable tax credits,4270.0,33160.0,25070.0,amounts transferred from spouse or common-law partner,,27310.0
841,389670.0,123940.0,453460.0,489610.0,,567320.0,247860.0,307900.0,327810.0,2011,#,230150.0,49390.0,70670.0,490180.0,48710.0,99700.0,non-refundable tax credits,34040.0,188140.0,115480.0,medical expenses,,105800.0
842,1492080.0,1968660.0,1575340.0,1633820.0,,1957240.0,2490500.0,1855660.0,1384160.0,2011,#,1159930.0,414120.0,780310.0,2526160.0,574180.0,2697360.0,non-refundable tax credits,211780.0,1393460.0,1064290.0,total tax credits on personal amounts,,1106960.0
843,414320.0,19940.0,393550.0,342780.0,,310130.0,70160.0,670140.0,418430.0,2011,#,382110.0,256740.0,364080.0,186680.0,288650.0,12240.0,non-refundable tax credits,151790.0,551920.0,459230.0,donations and gifts,,602750.0
844,440.0,80.0,450.0,430.0,,430.0,180.0,720.0,450.0,2011,#,430.0,190.0,340.0,440.0,230.0,80.0,non-refundable tax credits,140.0,510.0,440.0,eligible cultural and ecological gifts,,440.0
845,410340.0,18770.0,389280.0,338530.0,,305750.0,68030.0,665700.0,414850.0,2011,#,379140.0,256520.0,362820.0,182930.0,287830.0,10860.0,non-refundable tax credits,151730.0,548810.0,457190.0,total tax credit on donations and gifts,,601490.0
846,1492100.0,1968810.0,1575400.0,1633870.0,,1957330.0,2490690.0,1855680.0,1384190.0,2011,#,1159940.0,414140.0,780320.0,2526300.0,574190.0,2697450.0,non-refundable tax credits,211850.0,1393470.0,1064310.0,total federal non-refundable tax credits,,1106980.0
847,235570.0,8040.0,220190.0,188680.0,,170830.0,53340.0,389470.0,254710.0,2011,#,222280.0,216290.0,213410.0,100370.0,167840.0,10310.0,non-refundable tax credits,144760.0,331910.0,267250.0,federal dividend tax credit,,413230.0
848,110.0,0.0,100.0,60.0,,60.0,20.0,390.0,150.0,2011,#,160.0,2050.0,480.0,50.0,480.0,0.0,non-refundable tax credits,770.0,410.0,420.0,overseas employment tax credit,,2300.0
849,1750.0,0.0,1740.0,1640.0,,1370.0,360.0,3180.0,1940.0,2011,#,1600.0,5050.0,2390.0,870.0,1920.0,0.0,tax payable,4140.0,3360.0,2850.0,minimum tax carryover,,6540.0
850,1401350.0,20980.0,1415230.0,1320150.0,,1241560.0,397310.0,1817190.0,1328120.0,2011,#,1124450.0,412930.0,776420.0,855890.0,572010.0,14510.0,tax payable,211440.0,1376540.0,1056610.0,basic federal tax,,1103340.0
851,63450.0,260.0,57240.0,45960.0,,36690.0,6400.0,113180.0,71310.0,2011,#,63670.0,89950.0,68800.0,18330.0,56050.0,140.0,non-refundable tax credits,74070.0,100950.0,84240.0,federal foreign tax credit,,147870.0
852,10640.0,0.0,9290.0,6980.0,,5160.0,590.0,20100.0,11870.0,2011,#,10960.0,14140.0,12050.0,1850.0,9660.0,0.0,non-refundable tax credits,12830.0,18600.0,14970.0,federal political contribution tax credit,,24700.0
853,1320.0,0.0,1270.0,1210.0,,1110.0,420.0,2800.0,1450.0,2011,#,1460.0,7690.0,2460.0,840.0,2290.0,0.0,non-refundable tax credits,12290.0,2710.0,2650.0,investment tax credit,,7990.0
854,27300.0,30.0,18780.0,10950.0,,5950.0,440.0,50040.0,26820.0,2011,#,26890.0,6680.0,22230.0,2510.0,15530.0,20.0,non-refundable tax credits,1720.0,41350.0,35530.0,labour-sponsored funds tax credit,,28070.0
855,50.0,20.0,40.0,30.0,,30.0,30.0,240.0,50.0,2011,#,60.0,7970.0,2970.0,20.0,3120.0,90.0,tax payable,6900.0,480.0,1800.0,alternative minimum tax payable,,12070.0
856,1398420.0,20400.0,1411630.0,1315500.0,,1233730.0,391610.0,1814020.0,1325750.0,2011,#,1122470.0,411480.0,775170.0,848930.0,571050.0,14060.0,tax payable,210670.0,1374240.0,1054880.0,net federal tax,,1100850.0
857,66080.0,158090.0,75560.0,91000.0,,112270.0,192470.0,61170.0,59870.0,2011,#,48460.0,22080.0,18980.0,143400.0,13730.0,23470.0,non-refundable tax credits,17650.0,37720.0,25660.0,CPP contributions on self-employment,,35460.0
858,270.0,440.0,360.0,450.0,,540.0,640.0,260.0,230.0,2011,#,200.0,20.0,70.0,640.0,30.0,150.0,non-refundable tax credits,0.0,180.0,100.0,EI premiums payable on self-employment,,70.0
859,0.0,0.0,0.0,0.0,,0.0,0.0,17970.0,0.0,2011,#,0.0,46850.0,72380.0,0.0,50180.0,0.0,tax payable,29900.0,72480.0,99500.0,social benefits repayment,,110340.0
860,1037740.0,18970.0,1052280.0,1020370.0,,964760.0,118640.0,1387840.0,999680.0,2011,#,852220.0,347850.0,636940.0,455830.0,476940.0,7970.0,tax payable,176820.0,1072250.0,829780.0,net provincial or territorial tax,,921000.0
861,80.0,0.0,80.0,90.0,,60.0,0.0,140.0,80.0,2011,#,70.0,0.0,50.0,40.0,20.0,0.0,tax payable,0.0,100.0,70.0,Yukon first nations tax,,20.0
862,1445000.0,185610.0,1486360.0,1444480.0,,1433050.0,559100.0,1838690.0,1357270.0,2011,#,1143040.0,413720.0,778850.0,966160.0,573360.0,39800.0,tax payable,212010.0,1385860.0,1061130.0,total tax payable,,1105540.0
863,1451660.0,190550.0,1509020.0,1471950.0,,1471530.0,606270.0,1791400.0,1342350.0,2010,#,1126670.0,370400.0,731890.0,1033480.0,512790.0,43060.0,number items,193130.0,1331490.0,997390.0,number of taxable returns,,991840.0
