,item,type,tax_year,total,< $5k,$5k - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 55k,$55k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
496,Northern residents deductions,$,2012,863882000.0,1167000.0,3818000.0,11803000.0,25998000.0,31158000.0,33885000.0,36334000.0,36992000.0,35929000.0,35915000.0,35610000.0,34930000.0,68218000.0,64846000.0,64112000.0,60465000.0,183912000.0,83351000.0,15436000.0
497,Additional deductions,$,2012,1096730000.0,21712000.0,44698000.0,75261000.0,130286000.0,108923000.0,78980000.0,73964000.0,64622000.0,55420000.0,45514000.0,32564000.0,26638000.0,44176000.0,34622000.0,25860000.0,21530000.0,78060000.0,77915000.0,55984000.0
498,Farming/fishing losses of prior years,$,2012,118741000.0,2124000.0,690000.0,1452000.0,3292000.0,4347000.0,5859000.0,5836000.0,6784000.0,5571000.0,4711000.0,4752000.0,4291000.0,8027000.0,6309000.0,5117000.0,4666000.0,15388000.0,10240000.0,19284000.0
499,Total deductions from net income,$,2012,34690441000.0,319661000.0,2829908000.0,6328841000.0,7931093000.0,2664796000.0,1294225000.0,961945000.0,809316000.0,687535000.0,585836000.0,488885000.0,412708000.0,690505000.0,512759000.0,419422000.0,353155000.0,1167471000.0,1359853000.0,4872525000.0
500,Taxable income assessed,$,2012,1000619000000.0,3398043000.0,10608874000.0,21028720000.0,34647518000.0,38963198000.0,39923233000.0,45826068000.0,50366521000.0,53477616000.0,49722271000.0,47110402000.0,44296127000.0,81252791000.0,71164995000.0,59487779000.0,49957191000.0,122806280000.0,72288146000.0,104293230000.0
501,Basic personal amount,$,2012,273850061000.0,25921225000.0,19136762000.0,24139664000.0,26775290000.0,20667607000.0,16887072000.0,16339902000.0,15651490000.0,14716984000.0,12400370000.0,10708790000.0,9241231000.0,15064238000.0,11494360000.0,8508667000.0,6445794000.0,12650933000.0,4781561000.0,2318122000.0
502,Age amount,$,2012,29990088000.0,630628000.0,1027024000.0,3183719000.0,7643183000.0,4691376000.0,2888282000.0,2591649000.0,2080135000.0,1715175000.0,1122187000.0,782269000.0,555728000.0,662119000.0,259389000.0,86228000.0,33396000.0,28295000.0,6323000.0,2982000.0
503,Spouse or common-law partner amount,$,2012,14833458000.0,1004275000.0,710915000.0,1067447000.0,1265392000.0,1230929000.0,964138000.0,862634000.0,788514000.0,697176000.0,610032000.0,550155000.0,492999000.0,846981000.0,720356000.0,589456000.0,479822000.0,1159804000.0,521871000.0,270563000.0
504,Amount for eligible dependant,$,2012,9586082000.0,700164000.0,777687000.0,1122138000.0,949283000.0,795207000.0,692187000.0,649898000.0,611844000.0,521121000.0,434640000.0,359603000.0,297064000.0,461592000.0,352539000.0,250970000.0,190184000.0,296005000.0,88983000.0,34974000.0
505,Amount for children 17 and under,$,2012,13932247000.0,706039000.0,524525000.0,757349000.0,760274000.0,730332000.0,710061000.0,734772000.0,759212000.0,735164000.0,683871000.0,641842000.0,593461000.0,1062708000.0,934388000.0,774548000.0,644873000.0,1345607000.0,551187000.0,282036000.0
506,Amount for infirm dependants age 18 or older,$,2012,80902000.0,1226000.0,1401000.0,2518000.0,3915000.0,5485000.0,5181000.0,5599000.0,6166000.0,5766000.0,5222000.0,4576000.0,3837000.0,6562000.0,5526000.0,4055000.0,2837000.0,7044000.0,2733000.0,1252000.0
507,CPP or QPP contributions through employment,$,2012,22078551000.0,38633000.0,125508000.0,321851000.0,516871000.0,746459000.0,948737000.0,1210587000.0,1474643000.0,1614695000.0,1649414000.0,1589044000.0,1438202000.0,2413789000.0,1958804000.0,1498921000.0,1171768000.0,2244691000.0,784487000.0,331448000.0
508,CPP or QPP contributions on self-employment and other earnings,$,2012,1202288000.0,1888000.0,29996000.0,77883000.0,88977000.0,89530000.0,87649000.0,81975000.0,76421000.0,75598000.0,66860000.0,58002000.0,48177000.0,76191000.0,56326000.0,43781000.0,32877000.0,92276000.0,64804000.0,53077000.0
509,Employment Insurance premiums,$,2012,7857282000.0,53699000.0,98301000.0,167418000.0,229913000.0,305869000.0,373315000.0,459010000.0,547038000.0,592230000.0,588739000.0,538624000.0,487224000.0,811576000.0,656419000.0,503525000.0,394447000.0,729111000.0,236099000.0,84725000.0
510,Employment Insurance premiums on self-employment and other eligible earnings,$,2012,1738000.0,,48000.0,108000.0,148000.0,153000.0,150000.0,151000.0,144000.0,135000.0,141000.0,107000.0,89000.0,121000.0,77000.0,44000.0,34000.0,59000.0,19000.0,
511,PPIP premiums paid,$,2012,709639000.0,3731000.0,7645000.0,13723000.0,19581000.0,26981000.0,34365000.0,44734000.0,54017000.0,52878000.0,51287000.0,49399000.0,46685000.0,82737000.0,68717000.0,42447000.0,29500000.0,56231000.0,17224000.0,7755000.0
512,PPIP premiums payable on employment income,$,2012,21797000.0,57000.0,140000.0,255000.0,325000.0,410000.0,484000.0,625000.0,764000.0,930000.0,1220000.0,1397000.0,1578000.0,2948000.0,2414000.0,2081000.0,1644000.0,3227000.0,1051000.0,245000.0
513,PPIP premiums payable on self-employment income,$,2012,42615000.0,294000.0,1462000.0,3245000.0,3443000.0,3250000.0,2956000.0,2525000.0,2108000.0,1863000.0,1675000.0,1550000.0,1379000.0,2464000.0,1900000.0,1514000.0,1138000.0,3601000.0,3290000.0,2957000.0
514,Volunteer firefighters' amount,$,2012,116235000.0,1971000.0,1853000.0,2603000.0,3894000.0,5148000.0,6243000.0,8246000.0,8808000.0,9297000.0,8766000.0,8025000.0,7353000.0,12531000.0,9252000.0,6804000.0,4962000.0,8643000.0,1635000.0,201000.0
515,Canada employment amount,$,2012,17652206000.0,742758000.0,1025807000.0,1128452000.0,1111212000.0,1135872000.0,1118820000.0,1147295000.0,1159614000.0,1103028000.0,983592000.0,871646000.0,768620000.0,1269114000.0,1007368000.0,762040000.0,589001000.0,1137360000.0,408147000.0,182461000.0
516,Public transit amount,$,2012,1366573000.0,40985000.0,49660000.0,69025000.0,81690000.0,90479000.0,90675000.0,91350000.0,91920000.0,87844000.0,80194000.0,72387000.0,65209000.0,106580000.0,84576000.0,65834000.0,50712000.0,101940000.0,33363000.0,12149000.0
517,Children's fitness amount,$,2012,846075000.0,9384000.0,7682000.0,12566000.0,17121000.0,21115000.0,25353000.0,30200000.0,35150000.0,38252000.0,39207000.0,39724000.0,39255000.0,76720000.0,76147000.0,69836000.0,64428000.0,141289000.0,65653000.0,36991000.0
518,Children's arts amount,$,2012,272961000.0,3020000.0,2446000.0,3998000.0,5375000.0,6638000.0,7764000.0,9039000.0,10275000.0,11061000.0,11154000.0,11312000.0,11214000.0,22524000.0,23008000.0,22325000.0,21292000.0,50074000.0,25173000.0,15271000.0
519,Home buyers' amount,$,2012,812406000.0,7098000.0,5320000.0,10176000.0,18965000.0,32055000.0,44801000.0,59233000.0,70157000.0,72816000.0,68547000.0,64516000.0,57654000.0,95615000.0,66901000.0,43770000.0,28863000.0,50714000.0,12177000.0,3029000.0
520,Adoption expenses,$,2012,13934000.0,54000.0,64000.0,107000.0,166000.0,299000.0,394000.0,571000.0,634000.0,590000.0,764000.0,688000.0,674000.0,1342000.0,1342000.0,1218000.0,1001000.0,2352000.0,1086000.0,587000.0
521,Pension income amount,$,2012,8720753000.0,34952000.0,88384000.0,272180000.0,756522000.0,1140087000.0,871643000.0,851099000.0,770835000.0,755997000.0,557564000.0,435775000.0,357981000.0,560121000.0,359208000.0,233581000.0,156204000.0,316619000.0,132607000.0,69394000.0
522,Caregiver amount,$,2012,1102307000.0,19602000.0,17969000.0,27687000.0,43950000.0,59682000.0,68933000.0,79810000.0,84763000.0,81494000.0,76755000.0,65838000.0,58826000.0,95001000.0,74833000.0,60255000.0,47584000.0,96639000.0,31160000.0,11523000.0
523,Disability amount,$,2012,4458876000.0,211087000.0,341484000.0,644079000.0,612808000.0,552582000.0,417067000.0,354958000.0,284090000.0,232571000.0,165236000.0,125914000.0,97085000.0,139811000.0,84557000.0,51999000.0,33557000.0,65406000.0,27525000.0,17059000.0
524,Disability amount transferred from a dependant,$,2012,1977249000.0,62740000.0,48916000.0,69950000.0,83346000.0,89706000.0,100476000.0,115724000.0,128483000.0,128057000.0,124148000.0,112324000.0,101776000.0,172302000.0,147364000.0,115710000.0,93005000.0,185763000.0,67568000.0,29894000.0
525,Interest paid on student loans,$,2012,314103000.0,1750000.0,1518000.0,4433000.0,12099000.0,18272000.0,23266000.0,27615000.0,29669000.0,28628000.0,26071000.0,23405000.0,21179000.0,35021000.0,23467000.0,13726000.0,8298000.0,11922000.0,2918000.0,847000.0
526,"Tuition, education, and textbook amounts",$,2012,8445074000.0,533000.0,1782000.0,184696000.0,1008467000.0,1191399000.0,1076822000.0,921716000.0,767081000.0,625515000.0,485858000.0,391595000.0,348227000.0,518609000.0,294770000.0,190848000.0,123341000.0,225472000.0,67162000.0,21182000.0
527,"Tuition, education, and textbook amounts transferred from a child",$,2012,3497986000.0,2056000.0,1898000.0,5524000.0,30398000.0,68481000.0,99283000.0,132749000.0,162372000.0,180529000.0,182807000.0,178813000.0,175407000.0,323039000.0,319932000.0,287573000.0,261821000.0,618989000.0,291490000.0,174827000.0
528,Amounts transferred from spouse or common-law partner,$,2012,5912744000.0,700703000.0,319879000.0,872449000.0,888771000.0,751688000.0,526914000.0,385716000.0,284359000.0,202547000.0,152424000.0,120701000.0,101217000.0,156752000.0,113482000.0,84023000.0,61736000.0,125532000.0,44965000.0,18885000.0
529,Medical expenses,$,2012,10411344000.0,94333000.0,130815000.0,293704000.0,843898000.0,1105080000.0,1041972000.0,1038777000.0,945514000.0,868561000.0,631896000.0,495454000.0,399196000.0,613175000.0,397576000.0,264400000.0,194492000.0,476421000.0,294559000.0,281520000.0
530,Total tax credits on personal amounts,$,2012,66016136000.0,4649234000.0,3673034000.0,5168842000.0,6566291000.0,5334326000.0,4367250000.0,4235724000.0,4032933000.0,3773476000.0,3181596000.0,2745521000.0,2372779000.0,3853843000.0,2939250000.0,2187027000.0,1675291000.0,3334803000.0,1285023000.0,639894000.0
531,Allowable charitable donations and government gifts,$,2012,8571767000.0,2441000.0,5129000.0,21389000.0,106745000.0,172415000.0,220224000.0,287437000.0,350608000.0,358333000.0,338637000.0,324437000.0,311773000.0,594277000.0,513363000.0,440927000.0,386067000.0,1045870000.0,779923000.0,2311774000.0
532,Eligible cultural and ecological gifts,$,2012,64362000.0,92000.0,94000.0,181000.0,244000.0,490000.0,6349000.0,499000.0,622000.0,710000.0,793000.0,681000.0,904000.0,1673000.0,1536000.0,1721000.0,1085000.0,4291000.0,5915000.0,36480000.0
533,Total tax credit on donations and gifts,$,2012,2368104000.0,507000.0,1267000.0,5030000.0,21106000.0,42277000.0,57899000.0,76213000.0,86600000.0,96214000.0,91180000.0,87598000.0,84512000.0,161955000.0,140224000.0,120774000.0,106052000.0,290541000.0,221179000.0,676978000.0
534,Total federal non-refundable tax credits,$,2012,68384240000.0,4649741000.0,3674301000.0,5173871000.0,6587398000.0,5376603000.0,4425149000.0,4311937000.0,4119533000.0,3869689000.0,3272776000.0,2833119000.0,2457291000.0,4015798000.0,3079474000.0,2307800000.0,1781343000.0,3625344000.0,1506202000.0,1316871000.0
535,Federal dividend tax credit,$,2012,8224089000.0,20000.0,51000.0,3177000.0,13318000.0,33091000.0,58095000.0,86061000.0,122756000.0,160890000.0,175112000.0,207091000.0,195077000.0,435190000.0,401332000.0,374748000.0,314075000.0,1220465000.0,1206077000.0,3217465000.0
536,Overseas employment tax credit,$,2012,61420000.0,,,3000.0,22000.0,32000.0,53000.0,68000.0,119000.0,204000.0,276000.0,396000.0,440000.0,1182000.0,1675000.0,2040000.0,2846000.0,17201000.0,24535000.0,10329000.0
537,Minimum tax carryover,$,2012,126722000.0,,,62000.0,370000.0,963000.0,1658000.0,2382000.0,3298000.0,4596000.0,4484000.0,4621000.0,4749000.0,9602000.0,7919000.0,6189000.0,5114000.0,17441000.0,18688000.0,34587000.0
538,Basic federal tax,$,2012,116716347000.0,6903000.0,7653000.0,64913000.0,404465000.0,992873000.0,1703863000.0,2564458000.0,3357284000.0,4028736000.0,4203025000.0,4429183000.0,4570763000.0,9283346000.0,9001798000.0,8056430000.0,7170185000.0,19641309000.0,13698367000.0,23530793000.0
539,Federal Foreign Tax Credit,$,2012,812809000.0,57000.0,70000.0,261000.0,1134000.0,2237000.0,3649000.0,5096000.0,6843000.0,8673000.0,9898000.0,10964000.0,11943000.0,28055000.0,30864000.0,31069000.0,30727000.0,120615000.0,145513000.0,365140000.0
540,Federal Political contribution tax credit,$,2012,23463000.0,,,30000.0,127000.0,403000.0,616000.0,863000.0,1069000.0,1249000.0,1180000.0,1163000.0,1147000.0,2217000.0,1882000.0,1557000.0,1304000.0,3585000.0,2474000.0,2596000.0
541,Investment Tax Credit,$,2012,85777000.0,,,37000.0,207000.0,345000.0,537000.0,753000.0,808000.0,982000.0,957000.0,1169000.0,1172000.0,2350000.0,2184000.0,2047000.0,1990000.0,8352000.0,11395000.0,50490000.0
542,Labour-sponsored funds tax credit,$,2012,149175000.0,2000.0,3000.0,45000.0,443000.0,1420000.0,3010000.0,5450000.0,8644000.0,9879000.0,11223000.0,11541000.0,11305000.0,20097000.0,18649000.0,12645000.0,9345000.0,19129000.0,5092000.0,1255000.0
543,Alternative minimum tax payable,$,2012,171283000.0,1348000.0,46000.0,67000.0,80000.0,75000.0,120000.0,174000.0,81000.0,81000.0,233000.0,127000.0,194000.0,589000.0,893000.0,1808000.0,2788000.0,18043000.0,34980000.0,109555000.0
544,Net federal tax,$,2012,115691859000.0,3638000.0,7103000.0,64647000.0,402869000.0,988922000.0,1696684000.0,2552971000.0,3340710000.0,4008774000.0,4180566000.0,4405087000.0,4545849000.0,9232246000.0,8949694000.0,8010470000.0,7128191000.0,19495730000.0,13538958000.0,23138750000.0
545,CPP contributions on self-employment,$,2012,1822585000.0,2541000.0,46396000.0,115711000.0,130357000.0,131379000.0,130184000.0,124427000.0,119309000.0,121255000.0,106566000.0,92175000.0,76959000.0,120889000.0,88701000.0,68337000.0,51253000.0,138967000.0,88220000.0,68960000.0
546,Employment Insurance premiums payable on self-employment,$,2012,1738000.0,,48000.0,108000.0,148000.0,153000.0,150000.0,151000.0,144000.0,135000.0,141000.0,107000.0,89000.0,121000.0,77000.0,44000.0,34000.0,59000.0,19000.0,
547,Social Benefits repayment,$,2012,1337821000.0,,,,,,,,,,,,1815000.0,45305000.0,88946000.0,123553000.0,125890000.0,475774000.0,290757000.0,185731000.0
548,Net Provincial Tax,$,2012,49000546000.0,987000.0,2515000.0,17275000.0,110474000.0,388311000.0,716439000.0,1023774000.0,1311412000.0,1646231000.0,1719294000.0,1799202000.0,1839127000.0,3695857000.0,3548230000.0,3320090000.0,3043082000.0,8573768000.0,6032655000.0,10211823000.0
549,Total tax payable,$,2012,167860369000.0,7173000.0,56062000.0,197747000.0,643928000.0,1508844000.0,2543604000.0,3701478000.0,4771851000.0,5776687000.0,6006866000.0,6296940000.0,6464236000.0,13095374000.0,12676414000.0,11523187000.0,10348942000.0,28685022000.0,19950748000.0,33605265000.0
550,Number of taxable returns,$,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,Number of non-taxable returns,$,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,Total number of returns,$,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,Employment income,$,2011,719683834000.0,2063034000.0,6332301000.0,10902138000.0,15023195000.0,19870091000.0,24025550000.0,29574115000.0,34877358000.0,37174433000.0,37331558000.0,36829328000.0,35401744000.0,66282663000.0,61827121000.0,52414061000.0,43825914000.0,99494846000.0,49443773000.0,56990612000.0
554,Commissions (from employment),$,2011,13680666000.0,9627000.0,19825000.0,44314000.0,76075000.0,115022000.0,157018000.0,197493000.0,242304000.0,281365000.0,313520000.0,341902000.0,351624000.0,711132000.0,691136000.0,662620000.0,626535000.0,2344557000.0,2352136000.0,4142462000.0
555,Other employment income,$,2011,10460170000.0,100492000.0,264855000.0,348211000.0,362362000.0,425389000.0,476275000.0,515126000.0,514897000.0,494127000.0,452409000.0,390481000.0,349757000.0,608888000.0,490289000.0,387030000.0,320357000.0,1022538000.0,853777000.0,2082911000.0
556,Old Age Security pension (OASP),$,2011,28545504000.0,78413000.0,703701000.0,2735346000.0,6367082000.0,3925626000.0,2533473000.0,2278977000.0,1877701000.0,1683150000.0,1175184000.0,904722000.0,730101000.0,1167024000.0,679397000.0,422890000.0,269655000.0,568609000.0,268292000.0,176160000.0
557,CPP or QPP benefits,$,2011,40931856000.0,252313000.0,1121330000.0,2815460000.0,6143851000.0,5294038000.0,3831767000.0,3582658000.0,3118608000.0,2855453000.0,2129735000.0,1693007000.0,1373457000.0,2120313000.0,1282549000.0,814359000.0,524930000.0,1108337000.0,517085000.0,352607000.0
558,Other pensions or superannuation,$,2011,74888121000.0,49096000.0,111271000.0,359373000.0,1307516000.0,3080318000.0,4006003000.0,5256841000.0,6003784000.0,6840392000.0,6181592000.0,5599545000.0,4954150000.0,8223323000.0,5545369000.0,3785092000.0,2562447000.0,5808634000.0,2873213000.0,2340162000.0
559,Elected split-pension amount,$,2011,11468738000.0,28177000.0,113131000.0,479619000.0,1060409000.0,1160485000.0,1065844000.0,1382777000.0,1254531000.0,1516922000.0,629356000.0,384763000.0,346170000.0,791335000.0,446501000.0,302975000.0,139142000.0,260057000.0,76764000.0,29780000.0
560,Universal Child Care Benefit (UCCB),$,2011,2526658000.0,614163000.0,243537000.0,259365000.0,212166000.0,177375000.0,159113000.0,144945000.0,130190000.0,111740000.0,91583000.0,74806000.0,60430000.0,86656000.0,57065000.0,36971000.0,23509000.0,31364000.0,9295000.0,2385000.0
561,Employment Insurance and other benefits,$,2011,17391059000.0,96260000.0,455462000.0,1211217000.0,1914671000.0,2246644000.0,2305403000.0,2050431000.0,1653088000.0,1318175000.0,995098000.0,753494000.0,572189000.0,746427000.0,427895000.0,246113000.0,142983000.0,207983000.0,38410000.0,9116000.0
562,Taxable amount of dividends from taxable Canadian corporations,$,2011,56218819000.0,75855000.0,84585000.0,165828000.0,298222000.0,437291000.0,593251000.0,779384000.0,1039174000.0,1276627000.0,1304406000.0,1484857000.0,1356516000.0,2955691000.0,2695229000.0,2489055000.0,2088138000.0,7937290000.0,7743538000.0,21413882000.0
563,Interest and other investment income,$,2011,14987759000.0,187183000.0,225703000.0,381183000.0,676874000.0,769593000.0,695211000.0,723722000.0,700902000.0,737401000.0,604454000.0,540721000.0,497188000.0,915128000.0,725108000.0,598610000.0,472655000.0,1428045000.0,1188342000.0,2919736000.0
564,Net partnership income (Limited or non-active partners only),$,2011,79322000.0,-51337000.0,-188000.0,-939000.0,-632000.0,-1736000.0,-290000.0,-459000.0,39000.0,651000.0,-98000.0,127000.0,-1250000.0,1878000.0,670000.0,1821000.0,2424000.0,10492000.0,19801000.0,98346000.0
565,Registered disability savings plan income (RDSP),$,2011,178000.0,9000.0,13000.0,34000.0,13000.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,Net rental income,$,2011,4388232000.0,-144880000.0,98140000.0,157306000.0,189027000.0,206712000.0,189478000.0,184158000.0,180157000.0,185151000.0,159607000.0,149696000.0,140639000.0,253871000.0,209935000.0,180029000.0,148837000.0,477076000.0,414272000.0,1009021000.0
567,Taxable capital gains,$,2011,18511924000.0,71641000.0,64511000.0,97646000.0,134901000.0,172566000.0,189813000.0,217930000.0,241157000.0,275301000.0,274656000.0,279003000.0,283493000.0,605144000.0,564740000.0,535657000.0,488283000.0,1910317000.0,2331860000.0,9773305000.0
568,Support payments received,$,2011,1109600000.0,5969000.0,23050000.0,46874000.0,64498000.0,78153000.0,71237000.0,72250000.0,67536000.0,61412000.0,56727000.0,50914000.0,44232000.0,83555000.0,64365000.0,46116000.0,41490000.0,118372000.0,67190000.0,45660000.0
569,Registered retirement savings plan income (RRSP),$,2011,13019591000.0,97440000.0,173775000.0,337755000.0,462763000.0,587682000.0,631772000.0,722131000.0,770815000.0,826898000.0,713015000.0,661720000.0,617455000.0,1105695000.0,867991000.0,689511000.0,523926000.0,1426304000.0,855525000.0,947418000.0
570,Other income,$,2011,18049510000.0,239939000.0,572031000.0,735041000.0,683801000.0,654291000.0,619856000.0,642384000.0,677075000.0,699372000.0,604402000.0,543466000.0,495793000.0,911831000.0,782001000.0,673821000.0,574488000.0,2032685000.0,1904637000.0,4002595000.0
571,Net business income,$,2011,25247502000.0,-591134000.0,1139045000.0,2115675000.0,2069778000.0,1917496000.0,1751499000.0,1535344000.0,1385492000.0,1267502000.0,1083138000.0,960187000.0,851311000.0,1461342000.0,1170989000.0,946521000.0,749725000.0,2151204000.0,1426572000.0,1855817000.0
572,Net professional income,$,2011,19262319000.0,-25511000.0,87016000.0,167431000.0,180995000.0,186552000.0,188708000.0,188319000.0,193792000.0,202465000.0,198915000.0,204650000.0,205652000.0,428665000.0,421562000.0,441330000.0,428641000.0,2078371000.0,3680053000.0,9804714000.0
573,Net commission income,$,2011,4106684000.0,-10472000.0,69420000.0,130529000.0,138190000.0,148922000.0,149512000.0,151514000.0,151534000.0,159164000.0,146615000.0,148123000.0,136705000.0,264217000.0,241556000.0,221618000.0,194370000.0,665688000.0,565791000.0,433687000.0
574,Net farming income,$,2011,2021105000.0,-301710000.0,25883000.0,107936000.0,91696000.0,97516000.0,102684000.0,127732000.0,118851000.0,180819000.0,110311000.0,101854000.0,84762000.0,173024000.0,128708000.0,115092000.0,83753000.0,273222000.0,202589000.0,196384000.0
575,Net fishing income,$,2011,485885000.0,-10146000.0,1244000.0,4644000.0,12329000.0,21516000.0,26967000.0,30858000.0,35332000.0,39967000.0,32997000.0,32823000.0,30129000.0,49580000.0,35053000.0,27110000.0,18817000.0,54596000.0,25873000.0,16196000.0
576,Workers' compensation benefits,$,2011,5334625000.0,17967000.0,60425000.0,169380000.0,347538000.0,534638000.0,600038000.0,602988000.0,555052000.0,475120000.0,413871000.0,308314000.0,250161000.0,330069000.0,200842000.0,130705000.0,86222000.0,164266000.0,64176000.0,22853000.0
577,Social assistance payments,$,2011,10746049000.0,284779000.0,2734188000.0,4713073000.0,1582492000.0,825433000.0,300036000.0,126916000.0,65210000.0,38728000.0,23729000.0,14552000.0,9080000.0,11009000.0,5701000.0,3346000.0,2138000.0,4009000.0,1140000.0,488000.0
578,Net federal supplements,$,2011,8873520000.0,51808000.0,308948000.0,2554986000.0,4657197000.0,870863000.0,218338000.0,91273000.0,45821000.0,23983000.0,12691000.0,8036000.0,5292000.0,7887000.0,4224000.0,2665000.0,1902000.0,4133000.0,2192000.0,1279000.0
579,Total income assessed,$,2011,1122019231000.0,3188976000.0,15033201000.0,31039424000.0,44057009000.0,43802485000.0,44888561000.0,51179816000.0,55900403000.0,58726323000.0,55039484000.0,52461099000.0,49146782000.0,90296348000.0,79565997000.0,66175116000.0,54341282000.0,131583054000.0,76926292000.0,118667577000.0
580,Registered pension plan contributions (RPP),$,2011,16947488000.0,7283000.0,11573000.0,25738000.0,49622000.0,97333000.0,173608000.0,315004000.0,532287000.0,698779000.0,832235000.0,929036000.0,998038000.0,2054849000.0,2221020000.0,2039244000.0,1872785000.0,2912998000.0,843215000.0,332841000.0
581,RRSP deduction,$,2011,32641865000.0,30317000.0,38876000.0,92372000.0,205507000.0,357268000.0,522020000.0,740650000.0,980969000.0,1189727000.0,1341608000.0,1428628000.0,1429913000.0,2834701000.0,2764184000.0,2530004000.0,2257692000.0,6861085000.0,4235146000.0,2801196000.0
582,Deduction for elected split-pension amount,$,2011,11463233000.0,759000.0,2280000.0,6011000.0,24181000.0,146762000.0,351486000.0,520011000.0,678694000.0,820000000.0,952867000.0,990457000.0,938213000.0,1520466000.0,1054304000.0,732843000.0,550514000.0,1330447000.0,565863000.0,277075000.0
583,"Annual union, professional, or like dues",$,2011,3878736000.0,14685000.0,27590000.0,42172000.0,53421000.0,73597000.0,101125000.0,142276000.0,195424000.0,222063000.0,239817000.0,251998000.0,255496000.0,493882000.0,484972000.0,387139000.0,306802000.0,448921000.0,106217000.0,31139000.0
584,Universal Child Care Benefit repayment,$,2011,7832000.0,2556000.0,1137000.0,1300000.0,757000.0,480000.0,288000.0,207000.0,188000.0,159000.0,122000.0,103000.0,64000.0,168000.0,96000.0,74000.0,41000.0,62000.0,27000.0,0.0
585,Child care expenses,$,2011,4412374000.0,31915000.0,83012000.0,143437000.0,203127000.0,264773000.0,311412000.0,347622000.0,367421000.0,350784000.0,319727000.0,285049000.0,251035000.0,400833000.0,307342000.0,220602000.0,158642000.0,245274000.0,88037000.0,32330000.0
586,Disability supports deductions,$,2011,6423000.0,20000.0,70000.0,197000.0,315000.0,433000.0,402000.0,434000.0,260000.0,203000.0,211000.0,195000.0,219000.0,474000.0,427000.0,193000.0,297000.0,676000.0,410000.0,987000.0
587,Business investment loss,$,2011,292797000.0,10308000.0,4417000.0,5850000.0,7451000.0,8011000.0,12390000.0,11824000.0,13500000.0,10488000.0,9378000.0,10335000.0,10060000.0,19082000.0,18438000.0,13933000.0,14194000.0,37900000.0,27490000.0,47748000.0
588,Moving expenses,$,2011,428947000.0,3238000.0,5731000.0,8247000.0,10853000.0,13333000.0,16739000.0,17392000.0,18535000.0,18441000.0,20811000.0,21244000.0,20711000.0,38631000.0,37371000.0,33931000.0,26658000.0,70541000.0,32937000.0,13602000.0
589,Support payments made,$,2011,1062770000.0,3121000.0,1490000.0,2779000.0,4551000.0,6693000.0,9776000.0,14088000.0,16983000.0,19576000.0,20433000.0,22797000.0,23479000.0,49636000.0,51751000.0,52131000.0,51130000.0,188754000.0,189445000.0,334156000.0
590,Carrying charges and interest expenses,$,2011,4758417000.0,38088000.0,28451000.0,44767000.0,66682000.0,91113000.0,102926000.0,117210000.0,128819000.0,142676000.0,145568000.0,144677000.0,139685000.0,272889000.0,263868000.0,232651000.0,205409000.0,658782000.0,582191000.0,1351963000.0
591,Deductions for CPP/QPP contributions on self-employment and other earnings,$,2011,1226213000.0,2110000.0,34230000.0,86015000.0,95996000.0,96173000.0,93206000.0,85638000.0,81077000.0,78174000.0,67850000.0,57782000.0,46988000.0,73645000.0,53232000.0,41104000.0,31037000.0,85964000.0,62218000.0,53773000.0
592,Deductions for provincial parental insurance plan (PPIP) premiums on self-emplo,$,2011,32620000.0,235000.0,1155000.0,2563000.0,2691000.0,2518000.0,2279000.0,1931000.0,1671000.0,1459000.0,1300000.0,1196000.0,1088000.0,1863000.0,1392000.0,1103000.0,860000.0,2638000.0,2440000.0,2238000.0
593,Exploration and development expenses,$,2011,1619111000.0,16488000.0,1959000.0,1732000.0,1828000.0,2725000.0,2584000.0,3495000.0,4193000.0,6033000.0,7888000.0,9151000.0,10205000.0,24612000.0,28265000.0,31169000.0,33635000.0,153264000.0,222561000.0,1057323000.0
594,Other employment expenses,$,2011,4296199000.0,8755000.0,10277000.0,22605000.0,42556000.0,74134000.0,96828000.0,126484000.0,159247000.0,172419000.0,192265000.0,207824000.0,209862000.0,400442000.0,351557000.0,293226000.0,249735000.0,755239000.0,491373000.0,431370000.0
595,Clergy residence deduction,$,2011,359957000.0,153000.0,599000.0,1523000.0,2943000.0,5941000.0,10682000.0,16715000.0,20135000.0,24646000.0,28697000.0,30704000.0,34774000.0,62687000.0,43603000.0,27284000.0,16558000.0,25580000.0,5634000.0,1098000.0
