,item,type,tax_year,< $0,$1 - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
257,number of taxable returns,#,2007,740.0,244510.0,757330.0,1224540.0,1524380.0,1480270.0,1531830.0,1443680.0,1238480.0,1066100.0,1648860.0,1213050.0,910430.0,636130.0,401600.0,802630.0,324360.0,189560.0
258,number of non-taxable returns,#,2007,764660.0,3669570.0,1793510.0,1166160.0,324310.0,113100.0,53350.0,27800.0,16190.0,8890.0,11310.0,6070.0,1930.0,1360.0,750.0,2080.0,770.0,320.0
259,total number of returns,#,2007,765400.0,3914080.0,2550850.0,2390700.0,1848680.0,1593360.0,1585190.0,1471480.0,1254670.0,1074990.0,1660170.0,1219120.0,912360.0,637500.0,402350.0,804700.0,325140.0,189880.0
260,employment income,#,2007,12360.0,2039030.0,1208460.0,1167850.0,1113120.0,1076830.0,1135290.0,1091660.0,982450.0,861060.0,1376570.0,1043250.0,787400.0,557640.0,348390.0,680870.0,253700.0,140740.0
261,commissions (from employment),#,2007,240.0,41800.0,34220.0,32990.0,30940.0,30190.0,31270.0,31740.0,26020.0,23470.0,38860.0,32390.0,24970.0,18870.0,15780.0,42440.0,22390.0,13060.0
262,other employment income,#,2007,1520.0,150170.0,101720.0,107140.0,115460.0,134380.0,163610.0,156760.0,146680.0,130610.0,222410.0,189270.0,144250.0,107280.0,76520.0,161510.0,67740.0,40350.0
263,Old Age Security Pension,#,2007,2150.0,184040.0,696150.0,927150.0,530160.0,363660.0,328510.0,269160.0,194950.0,149730.0,204730.0,133450.0,93600.0,59850.0,37340.0,77320.0,39740.0,26450.0
264,CPP or QPP benefits,#,2007,5480.0,429070.0,722460.0,1017780.0,637880.0,467900.0,438030.0,370610.0,278540.0,221400.0,307740.0,197400.0,140370.0,88400.0,55060.0,113130.0,57720.0,35660.0
265,other pensions or superannuation,#,2007,1180.0,40460.0,88240.0,297310.0,351600.0,301720.0,304000.0,280060.0,229980.0,187480.0,266990.0,171670.0,124080.0,75420.0,49520.0,99180.0,45890.0,19930.0
266,Universal Child Care Benefit,#,2007,8130.0,514400.0,179890.0,141990.0,129380.0,109680.0,101720.0,86890.0,62710.0,53470.0,68660.0,40020.0,26990.0,15060.0,8210.0,12690.0,3690.0,1350.0
267,EI benefits,#,2007,2410.0,169730.0,254420.0,292650.0,294940.0,284020.0,240460.0,191480.0,150890.0,111400.0,138190.0,79510.0,47330.0,24820.0,15150.0,20140.0,3310.0,980.0
268,taxable amount of dividends,#,2007,5840.0,185090.0,159300.0,216580.0,228450.0,213090.0,245580.0,255590.0,226380.0,206500.0,355130.0,289750.0,250210.0,191100.0,134740.0,322900.0,173050.0,130390.0
269,interest and other investment income,#,2007,18900.0,735280.0,547370.0,801820.0,702130.0,595460.0,608210.0,605350.0,512300.0,447500.0,711310.0,536770.0,424160.0,299020.0,197830.0,434960.0,211000.0,153050.0
270,net rental income,#,2007,11110.0,81120.0,67100.0,79760.0,85620.0,81010.0,82410.0,80900.0,75050.0,65540.0,108010.0,86260.0,69780.0,53520.0,33840.0,79600.0,40730.0,29230.0
271,taxable capital gains,#,2007,6020.0,188410.0,128100.0,161680.0,178610.0,162850.0,189240.0,189040.0,162000.0,150240.0,261710.0,212620.0,185610.0,142700.0,100260.0,246490.0,137500.0,109040.0
272,RRSP income,#,2007,4760.0,131800.0,94830.0,111360.0,120380.0,126500.0,149430.0,158320.0,143050.0,129720.0,210270.0,151830.0,104510.0,74830.0,46730.0,81760.0,26980.0,9560.0
273,net business income,#,2007,46850.0,317280.0,228410.0,192690.0,161830.0,126110.0,111770.0,103950.0,89130.0,76480.0,109990.0,76400.0,60290.0,44800.0,29860.0,60490.0,27040.0,17270.0
274,net professional income,#,2007,3380.0,29740.0,24190.0,20270.0,18040.0,14630.0,14730.0,16760.0,14260.0,12160.0,23160.0,19330.0,18510.0,14230.0,12280.0,37220.0,33910.0,30480.0
275,net commission income,#,2007,2590.0,19340.0,14980.0,13330.0,9090.0,9720.0,10250.0,7590.0,8550.0,5400.0,10140.0,7180.0,5750.0,4570.0,3890.0,9740.0,5110.0,2290.0
276,net farming income,#,2007,11500.0,44510.0,35190.0,36870.0,27660.0,23560.0,25280.0,23120.0,19180.0,17090.0,24370.0,21280.0,14850.0,9820.0,7180.0,16320.0,8370.0,6080.0
277,net fishing income,#,2007,440.0,3310.0,2920.0,3450.0,5510.0,4630.0,3100.0,2680.0,1540.0,1530.0,1660.0,1450.0,560.0,400.0,260.0,580.0,260.0,120.0
278,tax-exempt income,#,2007,2800.0,707200.0,979130.0,872730.0,344000.0,142160.0,106080.0,80850.0,57490.0,46490.0,65640.0,36620.0,22410.0,13020.0,7390.0,11420.0,3150.0,1120.0
279,other income,#,2007,13010.0,467090.0,337040.0,402140.0,343810.0,307510.0,334510.0,329290.0,256680.0,226980.0,361330.0,288870.0,241560.0,175970.0,118110.0,272860.0,148640.0,106100.0
280,total income assessed,#,2007,72250.0,3914080.0,2550850.0,2390700.0,1848680.0,1593360.0,1585190.0,1471480.0,1254670.0,1074990.0,1660170.0,1219120.0,912360.0,637500.0,402350.0,804700.0,325140.0,189880.0
281,Registered Pension Plan contributions,#,2007,2590.0,61780.0,69820.0,107740.0,155430.0,195400.0,299930.0,363920.0,376680.0,363990.0,640430.0,534560.0,417880.0,297150.0,168690.0,271190.0,76520.0,24940.0
282,RRSP deduction,#,2007,3620.0,65070.0,110480.0,183450.0,260100.0,332640.0,420310.0,486480.0,480640.0,463210.0,788670.0,639300.0,521860.0,389120.0,257760.0,543140.0,224030.0,129150.0
283,deduction for elected split-pension amount,#,2007,80.0,1710.0,5340.0,21970.0,57110.0,67910.0,79340.0,85540.0,86790.0,72340.0,109600.0,74540.0,57020.0,36880.0,24560.0,48880.0,23650.0,9380.0
284,"annual union, professional, or like dues",#,2007,4610.0,334950.0,245710.0,258250.0,293720.0,323330.0,391220.0,430460.0,408990.0,392980.0,658650.0,542490.0,423460.0,294190.0,161370.0,258690.0,65840.0,23740.0
285,child care expenses,#,2007,1940.0,87690.0,66130.0,97290.0,103040.0,107460.0,111750.0,103840.0,80260.0,76000.0,108500.0,71340.0,48420.0,30660.0,16290.0,30880.0,9850.0,4370.0
286,carrying charges and interest expenses,#,2007,5560.0,61830.0,76740.0,135490.0,159270.0,149180.0,163240.0,177130.0,160280.0,148880.0,245820.0,204810.0,182080.0,142790.0,99910.0,241210.0,129640.0,105640.0
287,CPP or QPP contributions on self-employment,#,2007,1100.0,215710.0,215380.0,176770.0,139090.0,110530.0,96160.0,86590.0,72720.0,53560.0,62710.0,42080.0,30620.0,23600.0,18660.0,50710.0,37220.0,29010.0
288,other employment expenses,#,2007,1360.0,11050.0,12580.0,20330.0,30000.0,43390.0,46040.0,53170.0,50640.0,54560.0,103150.0,88700.0,67050.0,53480.0,40410.0,89500.0,40440.0,21860.0
289,other deductions,#,2007,5630.0,147640.0,148160.0,144240.0,134190.0,119670.0,118090.0,103560.0,81960.0,73640.0,108310.0,77310.0,58810.0,42990.0,30690.0,79670.0,53760.0,50920.0
290,total deductions before adjustments,#,2007,23480.0,795210.0,695410.0,815510.0,894650.0,919830.0,1032070.0,1063610.0,976260.0,881700.0,1421300.0,1087020.0,833770.0,592290.0,374860.0,749540.0,301990.0,175540.0
291,social benefits repayment,#,2007,0.0,180.0,50.0,30.0,170.0,90.0,120.0,130.0,200.0,160.0,43650.0,80590.0,85940.0,59300.0,40330.0,83820.0,40140.0,26310.0
292,net income after adjustments,#,2007,0.0,3893210.0,2548620.0,2389210.0,1847610.0,1592040.0,1584390.0,1470550.0,1254000.0,1074640.0,1659360.0,1217920.0,912130.0,637300.0,402240.0,803740.0,324760.0,189800.0
293,capital gains deduction,#,2007,60.0,860.0,1510.0,1320.0,2700.0,3110.0,3170.0,2030.0,2780.0,2690.0,4270.0,5050.0,3530.0,2960.0,2290.0,7490.0,8830.0,10640.0
294,losses from other years,#,2007,920.0,14230.0,12860.0,23460.0,30890.0,28000.0,34430.0,28850.0,26710.0,25720.0,45900.0,37710.0,37150.0,29120.0,22410.0,55530.0,32620.0,27470.0
295,additional deductions,#,2007,2980.0,722560.0,994300.0,894530.0,376780.0,173630.0,132750.0,107250.0,79860.0,66750.0,103580.0,72460.0,49650.0,35350.0,27130.0,58070.0,29040.0,22890.0
296,total deductions from net income,#,2007,3850.0,736980.0,1007890.0,915440.0,404890.0,199760.0,166090.0,136300.0,107300.0,93340.0,149560.0,112220.0,87820.0,65700.0,50500.0,116420.0,66090.0,55140.0
297,taxable income assessed,#,2007,0.0,3528190.0,2379390.0,2357490.0,1833410.0,1585260.0,1580960.0,1468880.0,1252680.0,1074120.0,1658610.0,1217700.0,911930.0,637200.0,402050.0,803280.0,324540.0,189650.0
298,age amount,#,2007,28080.0,224800.0,708430.0,934920.0,534770.0,368530.0,333810.0,272420.0,197440.0,152180.0,209450.0,114800.0,37350.0,16170.0,5750.0,5010.0,760.0,300.0
299,other federal non-refundable tax credits,#,2007,748960.0,3903460.0,2547700.0,2388770.0,1846960.0,1591990.0,1583990.0,1470700.0,1253860.0,1074460.0,1659380.0,1218310.0,911910.0,637150.0,401950.0,803700.0,324520.0,188890.0
300,CPP or QPP contributions,#,2007,20400.0,1612740.0,1273540.0,1225510.0,1147100.0,1096520.0,1141190.0,1091530.0,979970.0,858630.0,1368120.0,1039590.0,786170.0,560450.0,354370.0,700990.0,271790.0,152400.0
301,EI premiums,#,2007,31570.0,1506370.0,1073810.0,1065660.0,1026250.0,1002710.0,1056870.0,1015650.0,916010.0,800970.0,1285860.0,973870.0,730710.0,516560.0,318560.0,591600.0,197140.0,87500.0
302,PPIP premiums paid,#,2007,6530.0,401720.0,326770.0,325680.0,312800.0,300390.0,322810.0,301910.0,249340.0,214240.0,329990.0,232320.0,158980.0,98960.0,64300.0,114130.0,46610.0,25610.0
303,Canada employment amount,#,2007,19640.0,2076540.0,1230060.0,1200510.0,1154220.0,1125930.0,1197610.0,1148340.0,1024110.0,896610.0,1424920.0,1069760.0,806000.0,571060.0,357140.0,700680.0,263290.0,147170.0
304,public transit amount,#,2007,6680.0,149200.0,129530.0,114540.0,100790.0,86430.0,88940.0,84480.0,80130.0,65580.0,103700.0,73060.0,55080.0,37690.0,27200.0,50490.0,16560.0,6690.0
305,children's fitness amount,#,2007,2170.0,25960.0,26420.0,40920.0,48670.0,57080.0,65910.0,78820.0,78880.0,76780.0,144410.0,132660.0,116140.0,93170.0,63570.0,135620.0,57690.0,37320.0
306,pension income amount,#,2007,1800.0,85980.0,188010.0,513890.0,515810.0,410300.0,399440.0,367760.0,277850.0,225710.0,314840.0,208580.0,151940.0,95080.0,60500.0,121210.0,58520.0,29660.0
307,disability amount,#,2007,6380.0,67330.0,78230.0,85390.0,73900.0,68240.0,57720.0,49120.0,41440.0,34740.0,48490.0,32070.0,24150.0,17150.0,10440.0,22160.0,8620.0,4590.0
308,education amounts and interest,#,2007,1220.0,26330.0,289920.0,301600.0,249540.0,221080.0,210630.0,195260.0,169020.0,151020.0,234800.0,176590.0,139280.0,102600.0,59590.0,120260.0,49930.0,28070.0
309,amounts transferred from spouse or common-law partner,#,2007,58730.0,165160.0,133050.0,134580.0,124050.0,86190.0,67150.0,49990.0,34960.0,26580.0,41030.0,26870.0,22180.0,15340.0,10750.0,19470.0,8130.0,3250.0
310,medical expenses,#,2007,14880.0,178680.0,264810.0,491940.0,498430.0,397490.0,376040.0,316950.0,222040.0,167210.0,212100.0,129010.0,83940.0,54900.0,33240.0,74030.0,38650.0,26640.0
311,net tax credits on personal amounts,#,2007,749370.0,3907410.0,2548960.0,2389550.0,1847760.0,1592420.0,1584310.0,1470950.0,1254070.0,1074580.0,1659750.0,1218540.0,912130.0,637190.0,402090.0,804080.0,324800.0,189280.0
312,Donations &amp; gifts,#,2007,0.0,38380.0,108070.0,251920.0,369910.0,395080.0,437090.0,439070.0,434480.0,386940.0,644660.0,528880.0,441450.0,335170.0,220690.0,477420.0,214750.0,139750.0
313,total tax credit on donations and gifts,#,2007,0.0,37240.0,103970.0,244840.0,363530.0,389450.0,432560.0,433480.0,429320.0,383760.0,638960.0,525420.0,438000.0,333750.0,219800.0,475700.0,214310.0,139560.0
314,total federal non-refundable tax credits,#,2007,749370.0,3907450.0,2548980.0,2389550.0,1847780.0,1592480.0,1584330.0,1470990.0,1254110.0,1074580.0,1659750.0,1218580.0,912130.0,637190.0,402090.0,804100.0,324800.0,189320.0
315,federal dividend tax credit,#,2007,0.0,1240.0,56470.0,114180.0,175490.0,182440.0,223320.0,236130.0,212000.0,193400.0,334650.0,274030.0,235770.0,179290.0,127050.0,304390.0,163070.0,122780.0
316,basic federal tax,#,2007,60.0,63350.0,638040.0,1149370.0,1405980.0,1416640.0,1500370.0,1424060.0,1228420.0,1060930.0,1644290.0,1212100.0,908950.0,635560.0,401230.0,802190.0,323930.0,189410.0
317,net federal tax,#,2007,60.0,61610.0,619060.0,1121390.0,1387860.0,1405900.0,1495190.0,1420370.0,1225720.0,1058340.0,1640310.0,1209770.0,907660.0,634040.0,400090.0,799790.0,322750.0,188930.0
318,CPP contributions on self-employment,#,2007,1100.0,215570.0,215370.0,176870.0,139180.0,110530.0,96490.0,86590.0,72810.0,53600.0,62880.0,42080.0,30730.0,23630.0,18740.0,50740.0,37260.0,29040.0
319,net provincial or territorial tax,#,2007,60.0,39250.0,256310.0,677690.0,1061350.0,1066780.0,1106800.0,1063150.0,925340.0,808160.0,1258490.0,949450.0,732760.0,526940.0,330950.0,674170.0,271170.0,160300.0
320,total tax payable,#,2007,740.0,244510.0,757330.0,1224540.0,1524380.0,1480270.0,1531830.0,1443680.0,1238480.0,1066100.0,1648860.0,1213050.0,910430.0,636130.0,401600.0,802630.0,324360.0,189560.0
321,number of taxable returns,$,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,number of non-taxable returns,$,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,total number of returns,$,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,employment income,$,2008,289684000.0,9263846000.0,11637912000.0,16242277000.0,20061076000.0,24357725000.0,30718347000.0,35696518000.0,37712869000.0,35991455000.0,69476044000.0,61813230000.0,55226444000.0,46961878000.0,33933221000.0,78726266000.0,39349139000.0,56204579000.0
325,commissions (from employment),$,2008,7676000.0,27739000.0,50171000.0,76617000.0,137398000.0,139558000.0,218371000.0,287109000.0,316849000.0,292937000.0,598410000.0,713051000.0,794152000.0,739553000.0,613347000.0,2315205000.0,2067446000.0,3603690000.0
326,other employment income,$,2008,108590000.0,394547000.0,376774000.0,436258000.0,410067000.0,446325000.0,490516000.0,506427000.0,443006000.0,395702000.0,706334000.0,670584000.0,442496000.0,391417000.0,318929000.0,924070000.0,830502000.0,2884508000.0
327,Old Age Security Pension,$,2008,31904000.0,812883000.0,3151806000.0,5522172000.0,3011494000.0,1977430000.0,1993926000.0,1727080000.0,1172632000.0,947918000.0,1245011000.0,912649000.0,536295000.0,331069000.0,206833000.0,428041000.0,205223000.0,139707000.0
328,CPP or QPP benefits,$,2008,51451000.0,1345384000.0,2929117000.0,6085328000.0,4176458000.0,3137666000.0,3262418000.0,2866755000.0,2099675000.0,1757381000.0,2387910000.0,1673082000.0,996242000.0,617722000.0,386928000.0,822693000.0,386116000.0,275923000.0
329,other pensions or superannuation,$,2008,48374000.0,134531000.0,310143000.0,1104195000.0,2017023000.0,2488252000.0,3839559000.0,4330010000.0,4291633000.0,4300096000.0,6505093000.0,4944007000.0,3306751000.0,2166267000.0,1484874000.0,3121212000.0,1463374000.0,1077294000.0
330,Universal Child Care Benefit,$,2008,15421000.0,806632000.0,265023000.0,200703000.0,182235000.0,164832000.0,148607000.0,123534000.0,103378000.0,80558000.0,108769000.0,64825000.0,44832000.0,30633000.0,16678000.0,22868000.0,6283000.0,2215000.0
331,EI benefits,$,2008,14135000.0,580770000.0,1154369000.0,1805725000.0,1932327000.0,1954301000.0,1710525000.0,1324009000.0,980416000.0,737794000.0,913153000.0,480882000.0,291558000.0,158703000.0,74353000.0,109092000.0,24993000.0,6495000.0
332,taxable amount of dividends,$,2008,23769000.0,127852000.0,153895000.0,305275000.0,385664000.0,504542000.0,681371000.0,956335000.0,1044984000.0,1021290000.0,1968120000.0,2022068000.0,1920147000.0,1711624000.0,1414046000.0,5202218000.0,5050891000.0,17112906000.0
333,interest and other investment income,$,2008,50671000.0,731657000.0,811242000.0,1747898000.0,2090918000.0,2092651000.0,2700862000.0,3059696000.0,2447032000.0,2301289000.0,3886163000.0,3302000000.0,2465748000.0,1866048000.0,1300839000.0,3503168000.0,2445513000.0,5317994000.0
334,Registered Disability Savings Plan income,$,2008,0.0,0.0,0.0,0.0,0.0,0.0,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0
335,net rental income,$,2008,-150219000.0,47418000.0,98599000.0,137271000.0,162965000.0,97780000.0,110440000.0,125493000.0,118830000.0,104573000.0,134155000.0,192644000.0,138621000.0,137431000.0,106123000.0,351164000.0,307673000.0,915648000.0
336,taxable capital gains,$,2008,28174000.0,103747000.0,123549000.0,111089000.0,133195000.0,184206000.0,196601000.0,225277000.0,193153000.0,228060000.0,464442000.0,492433000.0,488546000.0,428674000.0,392507000.0,1528608000.0,1742060000.0,7759643000.0
337,RRSP income,$,2008,25610000.0,219526000.0,298174000.0,385040000.0,438115000.0,440851000.0,544850000.0,624626000.0,552437000.0,491684000.0,920114000.0,817715000.0,636518000.0,437612000.0,407895000.0,960637000.0,524884000.0,596297000.0
338,net business income,$,2008,-1664542000.0,1002694000.0,1607243000.0,1707556000.0,1603212000.0,1503321000.0,1502560000.0,1376271000.0,1184402000.0,1029185000.0,1729761000.0,1366248000.0,1092032000.0,846280000.0,720193000.0,2015218000.0,1337729000.0,1777804000.0
339,net professional income,$,2008,-79160000.0,41257000.0,105982000.0,161950000.0,168946000.0,163973000.0,176078000.0,230688000.0,166491000.0,172153000.0,403662000.0,496546000.0,501347000.0,448721000.0,455282000.0,2177683000.0,4369141000.0,10261936000.0
340,net commission income,$,2008,-70027000.0,66186000.0,92951000.0,126061000.0,157066000.0,114209000.0,137243000.0,133235000.0,113195000.0,116169000.0,248428000.0,244141000.0,246331000.0,208450000.0,207796000.0,534661000.0,487447000.0,416630000.0
341,net farming income,$,2008,-345511000.0,-89179000.0,33337000.0,51389000.0,124955000.0,80130000.0,67578000.0,184198000.0,60440000.0,115593000.0,154657000.0,144879000.0,143371000.0,138263000.0,80156000.0,233209000.0,217604000.0,220895000.0
342,net fishing income,$,2008,-4568000.0,-11282000.0,-7130000.0,10665000.0,22299000.0,35242000.0,32809000.0,40253000.0,30436000.0,26613000.0,49044000.0,26617000.0,26461000.0,16946000.0,5713000.0,29988000.0,20852000.0,12073000.0
343,tax-exempt income,$,2008,16505000.0,3052127000.0,8074568000.0,4762908000.0,1849797000.0,1002407000.0,798520000.0,632306000.0,521986000.0,390619000.0,568870000.0,328307000.0,221043000.0,98762000.0,65079000.0,199462000.0,65968000.0,27251000.0
344,other income,$,2008,-78450000.0,999020000.0,1200676000.0,1685368000.0,1668260000.0,1623011000.0,1921494000.0,2372270000.0,1204154000.0,1211147000.0,1615409000.0,1671696000.0,1247259000.0,978662000.0,697079000.0,2394679000.0,1872115000.0,4621681000.0
345,total income assessed,$,2008,-1680514000.0,19657354000.0,32468401000.0,42665747000.0,40733471000.0,42508414000.0,51253466000.0,56822088000.0,54757997000.0,51712213000.0,94083547000.0,82377603000.0,70766197000.0,58714735000.0,42887871000.0,105600140000.0,62774951000.0,113235168000.0
346,Registered Pension Plan contributions,$,2008,1894000.0,30250000.0,30827000.0,63927000.0,104583000.0,190857000.0,354396000.0,529482000.0,705913000.0,800557000.0,1772894000.0,1876679000.0,1793953000.0,1731466000.0,1056223000.0,1862273000.0,546198000.0,233193000.0
347,RRSP deduction,$,2008,21758000.0,90020000.0,119235000.0,291374000.0,480416000.0,665655000.0,875163000.0,1198782000.0,1583106000.0,1472250000.0,3223711000.0,2825103000.0,2797198000.0,2487478000.0,2063650000.0,5869995000.0,3348977000.0,2332071000.0
348,deduction for elected split-pension amount,$,2008,1628000.0,2143000.0,3820000.0,36537000.0,185543000.0,308061000.0,515033000.0,662334000.0,745925000.0,859905000.0,1573987000.0,1220169000.0,828525000.0,573046000.0,432411000.0,1002635000.0,443318000.0,226001000.0
349,"annual union, professional, or like dues",$,2008,1804000.0,45041000.0,43922000.0,56926000.0,77051000.0,111239000.0,154763000.0,199487000.0,231549000.0,243590000.0,501051000.0,471574000.0,414921000.0,328487000.0,195278000.0,311791000.0,80644000.0,23508000.0
350,child care expenses,$,2008,3344000.0,94951000.0,150032000.0,184230000.0,259456000.0,319497000.0,364316000.0,335205000.0,317252000.0,292255000.0,448237000.0,298357000.0,245387000.0,169640000.0,101728000.0,174810000.0,59921000.0,26073000.0
351,carrying charges and interest expenses,$,2008,18553000.0,63889000.0,72190000.0,139900000.0,119036000.0,108771000.0,137989000.0,172443000.0,180971000.0,162042000.0,299902000.0,289341000.0,278297000.0,260010000.0,203674000.0,631123000.0,548012000.0,1453633000.0
352,CPP or QPP contributions on self-employment,$,2008,1669000.0,30679000.0,68682000.0,82699000.0,86697000.0,83678000.0,83222000.0,85553000.0,72111000.0,61222000.0,93245000.0,66507000.0,50275000.0,36817000.0,28620000.0,77630000.0,64266000.0,52037000.0
353,other employment expenses,$,2008,4035000.0,16803000.0,22577000.0,53128000.0,72294000.0,102426000.0,144251000.0,175447000.0,188560000.0,207058000.0,437665000.0,388067000.0,360538000.0,291953000.0,227987000.0,692331000.0,465874000.0,381080000.0
354,other deductions,$,2008,9369000.0,96855000.0,120586000.0,96228000.0,157959000.0,179504000.0,213641000.0,231200000.0,193666000.0,211649000.0,384889000.0,300255000.0,322904000.0,244150000.0,227565000.0,660054000.0,708841000.0,1766075000.0
355,social benefits repayment,$,2008,0.0,0.0,1462000.0,0.0,0.0,0.0,507000.0,262000.0,74000.0,0.0,25192000.0,62498000.0,102694000.0,114690000.0,106538000.0,343509000.0,199967000.0,137881000.0
356,total deductions before adjustments,$,2008,64055000.0,470632000.0,633333000.0,1004954000.0,1543037000.0,2069692000.0,2843281000.0,3590195000.0,4219126000.0,4310535000.0,8760773000.0,7798550000.0,7194693000.0,6237736000.0,4643675000.0,11626150000.0,6466018000.0,6631553000.0
357,net income after adjustments,$,2008,0.0,19274242000.0,31847198000.0,41669929000.0,39225347000.0,40455786000.0,48435401000.0,53267899000.0,50734799000.0,47424809000.0,85478419000.0,74587924000.0,63593179000.0,52487177000.0,38246524000.0,93997852000.0,56309093000.0,106626481000.0
358,capital gains deduction,$,2008,0.0,733000.0,30615000.0,2788000.0,10119000.0,11811000.0,20606000.0,18435000.0,26103000.0,16224000.0,79375000.0,107739000.0,77861000.0,120439000.0,54505000.0,456599000.0,732545000.0,2241818000.0
359,losses from other years,$,2008,2257000.0,23652000.0,30182000.0,41506000.0,54655000.0,33008000.0,40081000.0,39743000.0,33766000.0,35308000.0,62771000.0,62278000.0,64937000.0,41421000.0,34500000.0,121848000.0,119282000.0,270954000.0
360,additional deductions,$,2008,17185000.0,3083173000.0,8192532000.0,4939528000.0,1999138000.0,1146075000.0,971744000.0,714096000.0,668271000.0,465271000.0,849196000.0,524829000.0,381849000.0,205705000.0,151539000.0,511805000.0,373528000.0,2562129000.0
361,total deductions from net income,$,2008,19442000.0,3107557000.0,8253328000.0,5003435000.0,2063912000.0,1191581000.0,1058840000.0,772273000.0,728140000.0,520211000.0,991343000.0,700020000.0,526220000.0,367564000.0,244594000.0,1093140000.0,1227955000.0,5087224000.0
362,taxable income assessed,$,2008,0.0,16200244000.0,23633960000.0,36671496000.0,37164506000.0,39264994000.0,47377155000.0,52497854000.0,50007478000.0,46904671000.0,84487213000.0,73888103000.0,63071501000.0,52120280000.0,38000835000.0,92910296000.0,55096679000.0,101551616000.0
363,age amount,$,2008,178771000.0,1221756000.0,3554777000.0,5074919000.0,2774111000.0,1808097000.0,1791332000.0,1387367000.0,844764000.0,589617000.0,597398000.0,220630000.0,66889000.0,20828000.0,7512000.0,6054000.0,1947000.0,913000.0
364,other federal non-refundable tax credits,$,2008,7626138000.0,39400839000.0,27758905000.0,26431817000.0,20038302000.0,17027868000.0,17315864000.0,16609597000.0,14221604000.0,12057446000.0,19176928000.0,14275501000.0,10790436000.0,8020095000.0,5319890000.0,10503534000.0,4057146000.0,2262025000.0
365,CPP or QPP contributions,$,2008,15999000.0,204061000.0,429577000.0,679048000.0,882608000.0,1092541000.0,1395615000.0,1644367000.0,1743735000.0,1606162000.0,2745094000.0,2089803000.0,1631545000.0,1232963000.0,808502000.0,1567095000.0,574582000.0,301145000.0
366,EI premiums,$,2008,12382000.0,145283000.0,179519000.0,251554000.0,312155000.0,378179000.0,476711000.0,552734000.0,576166000.0,507715000.0,857394000.0,654787000.0,507317000.0,387001000.0,247982000.0,456031000.0,143823000.0,58834000.0
367,PPIP premiums paid,$,2008,573000.0,10646000.0,14798000.0,21760000.0,26060000.0,32108000.0,40984000.0,46248000.0,44423000.0,40002000.0,77028000.0,60729000.0,44352000.0,28388000.0,19123000.0,34294000.0,12677000.0,6872000.0
368,Canada employment amount,$,2008,21465000.0,1951404000.0,1190762000.0,1189320000.0,1126215000.0,1097118000.0,1154682000.0,1140638000.0,1051610000.0,891037000.0,1467817000.0,1105122000.0,847471000.0,633358000.0,414308000.0,797572000.0,284233000.0,148006000.0
369,public transit amount,$,2008,5313000.0,61486000.0,57845000.0,73953000.0,76066000.0,68936000.0,76263000.0,76956000.0,71688000.0,67942000.0,105243000.0,77892000.0,59313000.0,42593000.0,33915000.0,62588000.0,20279000.0,7359000.0
370,children's fitness amount,$,2008,1052000.0,11058000.0,13892000.0,16722000.0,18983000.0,28258000.0,31101000.0,40504000.0,37146000.0,39841000.0,76912000.0,75382000.0,68445000.0,62312000.0,44101000.0,101138000.0,48887000.0,30938000.0
371,pension income amount,$,2008,7786000.0,143323000.0,309943000.0,892631000.0,927515000.0,745997000.0,817196000.0,785124000.0,556674000.0,479473000.0,642843000.0,462796000.0,293636000.0,186777000.0,116101000.0,235506000.0,97827000.0,53915000.0
372,disability amount,$,2008,46551000.0,453532000.0,806810000.0,1093605000.0,652324000.0,473004000.0,422796000.0,391474000.0,310933000.0,266966000.0,454930000.0,266441000.0,213106000.0,159906000.0,101763000.0,206493000.0,72674000.0,38668000.0
373,"tuition, education, textbook amounts and interest on student loans",$,2008,5999000.0,62155000.0,476655000.0,1244218000.0,1173506000.0,1098724000.0,968052000.0,779673000.0,733922000.0,592225000.0,940773000.0,661789000.0,514310000.0,404808000.0,284208000.0,610831000.0,246620000.0,156957000.0
374,amounts transferred from spouse or common-law partner,$,2008,229140000.0,599655000.0,737263000.0,882383000.0,600930000.0,342546000.0,259360000.0,190823000.0,140365000.0,116911000.0,156547000.0,114118000.0,80873000.0,59359000.0,35997000.0,69421000.0,26118000.0,11527000.0
375,medical expenses,$,2008,26867000.0,181060000.0,353728000.0,1119563000.0,1237143000.0,942028000.0,952156000.0,859770000.0,596158000.0,542991000.0,670819000.0,431762000.0,291706000.0,187502000.0,143294000.0,368766000.0,190095000.0,222206000.0
