F1,F2,F3,F4,F5,F6,ITEME,ITEMF,CODE1,CODE2,prove,provf,taxyr,f7
6499790,571326649,24155840,943662060,0,0,Net Income,Revenu net,C,37,,,2008,8
44490,3870882,63380,4008316,0,0,Capital Gains Deduction,Déduction pour gains en capital,C,38,,,2008,8
152330,777991,276960,1112147,0,0,Losses from Other Years,Pertes d'autres années,C,39,,,2008,8
393750,5560581,4080690,27757592,0,0,Additional Deductions (from Net Income),Déductions supplémentaires (du revenu net),C,40,,,2008,8
573470,10238061,4392920,32956781,0,0,Total Deductions from Net Income,Total des déductions (du revenu net),C,41,,,2008,8
6495290,561126523,23552560,910848883,0,0,Taxable Income Assessed,Revenu imposable établi,D,42,,,2008,8
442450,922170,4238010,20147682,0,0,Age Amount,Montant en raison de l'âge,D,43,,,2008,8
6494980,74405555,24916780,272893934,0,0,Other Federal Non-Refundable Tax Credits,Autres crédits d’impôt non remboursables fédéraux,D,44,,,2008,8
5520100,10950729,15304610,20644441,0,0,CPP or QPP Contributions,Cotisations au RPC ou au RRQ,D,45,,,2008,8
5020270,3313169,14458530,6705567,0,0,Employment Insurance Premiums,Cotisations à l'assurance-emploi,D,46,,,2008,8
1150010,283462,3920610,561064,0,0,Provincial Parental Insurance Plan,Cotisations au Régime provincial d'assurance parentale,D,47,,,2008,8
5686280,5697887,16737180,16512137,0,0,Canada Employment Amount,Montant canadien pour emploi,D,48,,,2008,8
470200,409183,1473050,1045632,0,0,Public Transit Passes Amount,Montant pour le coût des laissez-passer de transport en commun,D,49,,,2008,8
897340,508115,1466810,746673,0,0,Children's Fitness Amount,Montant pour la condition physique des enfants,D,50,,,2008,8
1063760,2089399,4086160,7755062,0,0,Pension Income Amount,Montant pour revenu de pension,D,51,,,2008,8
190700,1513982,889600,6431975,0,0,Disability and Caregiver Amounts,Montants pour personnes handicapées et pour aidants naturels,D,52,,,2008,8
959750,3820295,2794730,10955424,0,0,"Tuition, Education, Textbook amounts & Interest on student loans",Montants et intérêts relatifs aux études,D,53,,,2008,8
146090,553958,1069380,4653335,0,0,Amounts Transferred from Spouse,Montants transférés de votre époux ou conjoint de fait,D,54,,,2008,8
716300,2506150,3861310,9317615,0,0,Allowable Portion of Medical Expenses,Montant admissible des frais médicaux,D,55,,,2008,8
6497420,16041987,24924900,56740804,0,0,Total Tax Credits on Personal Amounts,Crédits d'impôt nets alloués,E,56,,,2008,8
3117640,6789415,5903280,8954267,0,0,Donations and Gifts,Dons,E,57,,,2008,8
3101060,1899269,5846550,2471511,0,0,Total Tax Credit on Donations,Crédits d’impôt pour les dons,E,58,,,2008,8
6497560,17941257,24925540,59212315,0,0,Total Non-Refundable Tax Credits,Total des crédits d'impôt non remboursables fédéraux,F,59,,,2008,8
1785180,5163884,3673330,5990209,0,0,Federal Dividend Tax Credit,Crédit d'impôt fédéral pour dividendes,F,60,,,2008,8
6460820,91615396,16119900,111984832,0,0,Basic Federal Tax,Impôt fédéral de base,F,61,,,2008,8
6445210,90783116,15991210,111071741,0,0,Net Federal Tax,Impôt fédéral net,F,62,,,2008,8
223420,706262,1100300,1744166,0,0,CPP Contr. On Self Employment,Cot. au RPC pour le rev. d'un trav. indép.& pour d’autres rev.,F,63,,,2008,8
5162910,39210361,12120110,47966420,0,0,Net Provincial Tax or Territorial Tax,Impôt provincial ou territorial net,F,64,,,2008,8
6471590,131796156,16945020,161881827,0,0,Total Tax Payable,Total de l'impôt à payer,F,65,,,2008,8
